kata,mean,std,raw_ratings
berteman,-2.4,1.0,"[-2, -1, -2, -1, -4, -2, -3, -2, -4, -3]"
menggelup,-3.2,1.0,"[-2, -3, -4, -3, -4, -3, -2, -4, -3, -4]"
resah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
terlalah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
belati,-3.2,1.0,"[-3, -3, -3, -4, -3, -3, -4, -3, -2, -4]"
lahang,-2.4,1.0,"[-2, -3, -1, -4, -1, -3, 0, -4, -3, -3]"
laur,-3.2,1.0,"[-2, -3, -4, -3, -4, -2, -3, -3, -4, -4]"
caplak,-3.2,1.0,"[-1, -4, -3, -4, -2, -3, -4, -4, -4, -3]"
anak,-2.4,1.0,"[-1, -4, -4, -2, -2, -1, -3, -3, -2, -2]"
gang,-3.2,1.0,"[-2, -4, -4, -4, -3, -3, -3, -3, -3, -3]"
bertelanjang,-2.4,1.0,"[-3, -2, -2, -2, -3, -4, -3, -2, -1, -2]"
ocehan,-3.2,1.0,"[-2, -3, -4, -2, -4, -4, -3, -3, -4, -3]"
angguran,-3.2,1.0,"[-4, -2, -3, -4, -4, -3, -3, -2, -3, -4]"
puputan,-2.4,1.0,"[-3, -3, -2, -2, -2, -3, -1, -4, -1, -3]"
terbuka (mata),-2.4,1.0,"[-4, -2, -1, -3, -1, -3, -2, -3, -2, -3]"
kiamat,-2.4,1.0,"[-3, -3, -1, -3, -1, -3, -2, -4, -1, -3]"
menyanggah,-3.2,1.0,"[-4, -3, -4, -2, -4, -4, -2, -2, -4, -3]"
menendang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menginterupsi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
merunjang,-2.4,1.0,"[-4, -2, -2, -2, -2, -2, -4, -3, -1, -2]"
berserakan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
jerat semata,-2.4,1.0,"[-2, -3, -3, -2, -1, -3, -4, -1, -2, -3]"
eklektis,-2.4,1.0,"[-2, -1, -2, -3, -4, -4, -1, -3, -2, -2]"
pengantara,-2.4,1.0,"[-4, -3, -3, -2, -2, -2, -2, -2, -2, -2]"
menerpa,-2.4,1.0,"[-4, -1, 1, -4, -3, -3, -3, -2, -2, -3]"
mencura,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyerahkan jiwa raga,-3.2,1.0,"[-4, -3, -4, -2, -4, -1, -4, -4, -4, -2]"
menganeksasi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
sun,-2.4,1.0,"[-3, -2, -3, -3, -4, -3, -2, 1, -4, -1]"
mempertimbangkan,-2.4,1.0,"[-3, -3, -1, -2, -4, -2, -4, -2, -2, -1]"
naik darah,-3.2,1.0,"[-4, -2, -4, -3, -4, -4, -3, -4, -3, -1]"
sember,-3.2,1.0,"[-1, -4, -2, -4, -3, -3, -4, -3, -4, -4]"
percabangan,-3.2,1.0,"[-3, -4, -2, -4, -3, -4, -4, -2, -4, -2]"
menambak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pencemaran,-3.2,1.0,"[-4, -3, -2, -3, -3, -4, -4, -2, -4, -3]"
jeput,-2.4,1.0,"[-1, -1, -1, -3, -4, -4, -2, -3, -2, -3]"
mengedrop,-3.2,1.0,"[-3, -4, -4, -4, -3, -4, -2, -2, -3, -3]"
mangut,-3.2,1.0,"[-3, -2, -4, -4, -4, -4, -2, -4, -4, -1]"
sorangan,-2.4,1.0,"[-1, -2, -3, -4, -3, 0, -4, -2, -3, -2]"
spion,-2.4,1.0,"[-3, -2, -3, -3, -2, -4, -1, -2, -1, -3]"
kesomplok,-3.2,1.0,"[-4, -4, -4, -4, -3, -1, -3, -4, -3, -2]"
mencengkelong,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pengang,-2.4,1.0,"[-3, -2, -3, 0, -3, -3, -2, -3, -2, -3]"
prosais,-2.4,1.0,"[-3, -1, -2, -2, -2, -2, -2, -4, -3, -3]"
gebung,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
tercemas,-2.4,1.0,"[-4, -3, -1, -2, -2, -3, -3, -3, 0, -3]"
gabal,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyayat hati,-3.2,1.0,"[-2, -3, -4, -3, -3, -2, -4, -4, -4, -3]"
menyela,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
belu-belai,-3.2,1.0,"[-4, -3, -2, -4, -4, -3, -1, -3, -4, -4]"
membohongi,-2.4,1.0,"[-2, -3, -3, -2, -2, -2, -2, -2, -2, -4]"
kembung,-2.4,1.0,"[-3, -3, -3, -3, -4, 0, -3, -1, -3, -1]"
kehuru-haraan,-3.2,1.0,"[-2, -3, -3, -4, -3, -3, -3, -4, -3, -4]"
serabutan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
batuk kecil,-3.2,1.0,"[-2, -3, -4, -4, -4, -4, -3, -2, -4, -2]"
merawat,-2.4,1.0,"[-2, -4, -2, -1, -2, -4, -1, -1, -4, -3]"
gerepes,-3.2,1.0,"[-4, -2, -4, -2, -2, -3, -3, -4, -4, -4]"
tersayat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
balairung,-2.4,1.0,"[-3, -3, -4, -2, 0, -2, -2, -4, -3, -1]"
samar,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ingsut,-2.4,1.0,"[-3, -4, -2, -2, -4, 1, -4, -2, -2, -2]"
siklon,-3.2,1.0,"[-3, -4, -3, -3, -3, -4, -3, -3, -3, -3]"
menentang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
rancap,-3.2,1.0,"[-2, -4, -4, -3, -3, -3, -4, -4, -3, -2]"
diskrepansi,-2.4,1.0,"[-1, -2, -2, -3, -2, -3, -2, -3, -3, -3]"
rancau,-2.4,1.0,"[-3, -4, 1, -2, -4, -2, -2, -3, -2, -3]"
berpusu,-2.4,1.0,"[-2, -4, -1, -3, -3, -2, -2, -2, -2, -3]"
gencat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bertonggakkan,-3.2,1.0,"[-2, -3, -3, -4, -4, -2, -4, -4, -3, -3]"
puyan,-3.2,1.0,"[-3, -4, -3, -2, -3, -4, -2, -3, -4, -4]"
berkerumun,-3.2,1.0,"[-4, -3, -3, -3, -4, -2, -4, -4, -1, -4]"
terlalaikan,-2.4,1.0,"[-1, -4, -1, -2, -3, -2, -3, -1, -3, -4]"
enas,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
memuakkan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
telantar,-3.2,1.0,"[-4, -4, -3, -2, -2, -2, -4, -4, -3, -4]"
mati pucuk,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
congkak,-2.4,1.0,"[-3, -2, -3, -4, -1, -2, -1, -1, -3, -4]"
apkir,-3.2,1.0,"[-2, -3, -4, -1, -3, -4, -4, -4, -4, -3]"
berapat-rapat,-2.4,1.0,"[-2, -3, -1, -1, -3, -4, -3, -3, -2, -2]"
cakus,-3.2,1.0,"[-3, -4, -4, -3, -3, -4, -3, -3, -3, -2]"
menggasak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mewujud,-2.4,1.0,"[-2, -1, -2, -3, -3, -3, -2, -3, -3, -2]"
morfin,-2.4,1.0,"[-4, -1, -4, -3, 0, -3, -2, -3, -2, -2]"
bongkong,-2.4,1.0,"[-3, -1, -2, -1, -1, -4, -4, -4, -3, -1]"
bersabung nyawa,-2.4,1.0,"[-2, -2, -1, -3, -4, -2, -4, -3, -2, -1]"
bergaul,-2.4,1.0,"[-2, -2, -1, -4, -2, -3, -2, -4, 0, -4]"
aco-acoan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pencolek api,-3.2,1.0,"[-3, -4, -4, -4, -4, -2, -2, -4, -2, -3]"
menyikat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
timbangan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mendiami,-2.4,1.0,"[-3, -3, -2, -4, -3, -2, -3, -1, -2, -1]"
bergajul,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
erangan,-2.4,1.0,"[-2, -2, -2, -2, -3, -2, -2, -4, -3, -2]"
datang,-3.2,1.0,"[-4, -4, -3, -3, -2, -3, -4, -4, -2, -3]"
slebor,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bertebaran,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
birah,-2.4,1.0,"[-4, -2, -1, -1, -3, -4, -2, -2, -3, -2]"
caci,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
keluhan,-2.4,1.0,"[-2, -4, -1, -3, -1, -3, -4, -2, -3, -1]"
demek,-3.2,1.0,"[-3, -3, -1, -4, -4, -3, -3, -4, -4, -3]"
mencekik,-3.2,1.0,"[-4, -2, -2, -3, -3, -4, -3, -4, -3, -4]"
bersempena,-2.4,1.0,"[-2, -3, -3, -4, -1, 0, -1, -4, -2, -4]"
taun,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menggunung,-2.4,1.0,"[-3, -4, -3, -3, -1, -2, -2, -3, -2, -1]"
raguk,-2.4,1.0,"[-3, -2, -3, -2, -2, -1, -2, -3, -3, -3]"
tuas,-2.4,1.0,"[-2, -2, -4, -3, -2, -3, -1, -2, -3, -2]"
merdesa,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mala,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
keder,-3.2,1.0,"[-4, -4, -2, -4, -3, -2, -3, -3, -3, -4]"
petugas,-2.4,1.0,"[-2, -3, -2, -4, -2, -3, -3, -3, 0, -2]"
mencamuk,-3.2,1.0,"[-4, -2, -2, -3, -2, -4, -4, -4, -4, -3]"
pusung,-2.4,1.0,"[-1, -3, -2, -3, -3, -2, -2, -2, -3, -3]"
kincit,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
cemeh,-3.2,1.0,"[-3, -4, -3, -3, -3, -3, -3, -3, -3, -4]"
kafilah,-3.2,1.0,"[-2, -3, -4, -4, -3, -2, -4, -3, -4, -3]"
lolos,-3.2,1.0,"[-3, -4, -4, -4, -3, -4, -2, -2, -3, -3]"
berhati walang,-2.4,1.0,"[-1, -3, -3, -2, -3, -2, -2, -3, -3, -2]"
terpisah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menceret,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
inaugurasi,-2.4,1.0,"[-3, -4, -2, -4, -3, -1, -3, -1, -2, -1]"
menjeburkan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
rompong,-2.4,1.0,"[-3, -3, -2, -3, -1, -1, -4, -3, -1, -3]"
tingau,-3.2,1.0,"[-4, -4, -4, -1, -4, -2, -4, -2, -3, -4]"
penghapus,-2.4,1.0,"[-1, -1, -3, -4, -4, -3, 0, -4, -3, -1]"
tahi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menghina(kan) melanyak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bertapa,-2.4,1.0,"[-1, -2, -4, -2, -1, -3, -2, -4, -3, -2]"
menyadau,-2.4,1.0,"[-2, -2, -2, -3, -3, -1, -4, -1, -3, -3]"
menyemangati,-3.2,1.0,"[-4, -3, -4, -2, -3, -3, -2, -4, -3, -4]"
permai,-3.2,1.0,"[-3, -3, -4, -3, -3, -4, -2, -3, -4, -3]"
cerita burung,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kelusuh-kelasah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menuba,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
peserta,-2.4,1.0,"[-1, 0, -2, -4, -2, -4, -3, -3, -2, -3]"
tertunda,-2.4,1.0,"[-3, -2, -4, -2, -4, -2, -3, -2, -2, 0]"
bersandarkan,-3.2,1.0,"[-3, -3, -4, 0, -4, -3, -4, -4, -4, -3]"
narasi,-3.2,1.0,"[-1, -4, -4, -2, -3, -3, -4, -4, -3, -4]"
mengonslah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bengkok,-3.2,1.0,"[-2, -4, -3, -4, -2, -4, -4, -4, -2, -3]"
besar perut,-2.4,1.0,"[-2, -3, -3, -2, -1, -3, -3, -3, -2, -2]"
mengetes,-2.4,1.0,"[-3, -2, -4, 1, -2, -1, -4, -4, -4, -1]"
menimbang-nimbang,-2.4,1.0,"[0, -2, -2, -3, -2, -4, -3, -3, -3, -2]"
marah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
buang air kecil,-2.4,1.0,"[-2, -1, -2, -2, -3, -3, -3, -1, -3, -4]"
sumbing,-3.2,1.0,"[-4, -3, -3, -4, -3, -1, -3, -4, -3, -4]"
seranah,-2.4,1.0,"[-4, -2, -3, -3, -3, -3, -1, 0, -2, -3]"
seman,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
wangsit,-2.4,1.0,"[-1, -2, -3, -2, -1, -3, -3, -4, -1, -4]"
mencungkil,-3.2,1.0,"[-2, -3, -2, -3, -3, -4, -4, -4, -4, -3]"
menguar,-2.4,1.0,"[-2, -1, -2, -3, -3, -2, -3, -2, -2, -4]"
membentak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
asumsi,-2.4,1.0,"[-3, -2, -1, -2, -4, -3, -2, -2, -2, -3]"
cupul,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berlompatan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
arbitrer,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kurang pikiran,-2.4,1.0,"[-2, -1, -4, -2, -3, -2, -2, -3, -2, -3]"
kerosek,-2.4,1.0,"[-4, -3, -2, -3, -4, -1, 0, -4, -1, -2]"
jobak,-2.4,1.0,"[-2, -3, -2, -2, -2, -3, -4, -1, -3, -2]"
serenging,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bertumbuk,-3.2,1.0,"[-2, -4, -4, -3, -4, -4, -4, -1, -2, -4]"
jongkok,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
teks,-2.4,1.0,"[-2, -3, -2, -2, -2, -2, -1, -4, -3, -3]"
ranai,-3.2,1.0,"[-2, -2, -4, -3, -4, -2, -4, -3, -4, -4]"
hakiki,-3.2,1.0,"[-4, -3, -4, -3, -4, -3, -2, -4, -2, -3]"
geladir,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
anak air,-3.2,1.0,"[-4, -4, -2, -2, -3, -3, -3, -3, -4, -4]"
embat,-3.2,1.0,"[-4, -3, -4, -3, -3, -1, -3, -4, -4, -3]"
kesusahan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
garang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bangkang,-3.2,1.0,"[-3, -3, -4, -4, -1, -4, -4, -2, -3, -4]"
lintar,-2.4,1.0,"[-2, -3, -1, -2, -2, -4, -3, -3, -3, -1]"
dangkap,-2.4,1.0,"[-4, -2, -1, -2, -4, -1, -1, -2, -3, -4]"
kejar,-2.4,1.0,"[0, -4, -4, -2, -4, -2, 0, -2, -2, -4]"
el,-2.4,1.0,"[-3, -3, -2, -4, -1, -4, -2, -1, -3, -1]"
erot,-3.2,1.0,"[-2, -3, -4, -4, -4, -4, -3, -2, -2, -4]"
bertemu roma,-3.2,1.0,"[-4, -4, -1, -4, -3, -4, -2, -4, -3, -3]"
mam,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyerampang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menganjurkan,-2.4,1.0,"[-2, -1, -2, -4, -3, -3, -2, -2, -3, -2]"
bekicot,-3.2,1.0,"[-3, -4, -1, -4, -4, -2, -3, -4, -4, -3]"
bangle,-3.2,1.0,"[-3, -2, -4, -3, -4, -4, -2, -3, -4, -3]"
patuk,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bertautan,-3.2,1.0,"[-4, -4, -4, -3, -3, -3, -3, -3, -3, -2]"
menyungkit,-3.2,1.0,"[-4, -3, -3, -3, -3, -2, -4, -4, -3, -3]"
lata,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bengkerap,-3.2,1.0,"[-4, -3, -3, -4, -3, -4, -2, -4, -2, -3]"
senat,-2.4,1.0,"[-3, -1, -4, -2, -3, -2, -2, -2, -2, -3]"
bercorak,-2.4,1.0,"[-3, -1, -1, -4, -3, -1, -2, -3, -3, -3]"
bersebaran,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
deklarasi,-2.4,1.0,"[-2, -3, -2, -1, -2, -3, -2, -2, -4, -3]"
kedut,-3.2,1.0,"[-3, -2, -4, -4, -3, -4, -2, -2, -4, -4]"
idola,-2.4,1.0,"[-3, -2, -2, -3, 0, -3, -3, -3, -4, -1]"
toboh,-3.2,1.0,"[-3, -1, -4, -3, -3, -2, -4, -4, -4, -4]"
tercerai,-2.4,1.0,"[-3, -1, -3, -2, -3, -3, -1, -1, -4, -3]"
senteng,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
merefleksikan,-2.4,1.0,"[-3, -3, -1, -3, -4, -3, -1, -1, -3, -2]"
timbul,-2.4,1.0,"[-1, -4, -3, -1, -1, -4, -3, -3, -2, -2]"
tercekluk,-2.4,1.0,"[-3, -4, -2, -2, -2, -3, -2, -2, -2, -2]"
kunarpa,-3.2,1.0,"[-2, -4, -4, -3, -3, -3, -3, -3, -4, -3]"
pialang,-2.4,1.0,"[-2, -2, -3, -2, -1, -2, -2, -4, -3, -3]"
penubuhan,-2.4,1.0,"[-3, -3, -3, -2, 0, -2, -3, -3, -2, -3]"
terudak,-2.4,1.0,"[-2, -2, -3, -2, -4, -1, -1, -3, -3, -3]"
berat ekor,-3.2,1.0,"[-2, -3, -4, -4, -4, -3, -4, -4, -2, -2]"
kasep,-3.2,1.0,"[-3, -4, -2, -3, -4, -4, -3, -3, -3, -3]"
keremus,-3.2,1.0,"[-3, -1, -3, -4, -2, -4, -4, -3, -4, -4]"
gagap,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mematut-matut,-2.4,1.0,"[-4, -2, -4, -1, -3, -1, -3, -3, -2, -1]"
cakap angin,-3.2,1.0,"[-4, -2, -2, -2, -4, -4, -3, -4, -4, -3]"
menguburkan,-2.4,1.0,"[-2, -2, -2, -3, -1, -3, -3, -3, -2, -3]"
gembil,-3.2,1.0,"[-3, -3, -4, -4, -1, -3, -4, -4, -3, -3]"
hilang semangat,-3.2,1.0,"[-3, -2, -4, -2, -3, -3, -4, -4, -3, -4]"
mereken,-2.4,1.0,"[-2, -2, -4, -2, -2, -2, -4, -2, -1, -3]"
membakar,-3.2,1.0,"[-3, -3, -4, -4, -4, -4, -2, -2, -4, -2]"
menengahi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
sambit,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
belingsat,-3.2,1.0,"[-4, -4, -4, -4, -1, -4, -3, -3, -2, -3]"
lembaga,-2.4,1.0,"[-3, -1, -2, -1, -3, -4, -1, -3, -2, -4]"
seluk-beluk,-3.2,1.0,"[-4, -4, -3, -3, -3, -4, -3, -3, -1, -4]"
menyita,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
oyong,-3.2,1.0,"[-4, -4, -4, -1, -4, -3, -2, -3, -4, -3]"
membukukan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyebelah,-2.4,1.0,"[-3, -3, -1, -3, -3, -2, -2, -3, -4, 0]"
menancap,-3.2,1.0,"[-4, -2, -3, -3, -4, -3, -4, -4, -2, -3]"
bebat,-2.4,1.0,"[-1, -1, -3, -3, -3, -4, -2, -1, -3, -3]"
menyusup,-2.4,1.0,"[-3, -2, -3, -4, -2, -1, -2, -2, -2, -3]"
pendek akal,-2.4,1.0,"[-3, -3, -4, -1, 0, -4, -2, -2, -2, -3]"
kelengangan,-3.2,1.0,"[-3, -4, -2, -4, -3, -2, -4, -2, -4, -4]"
menyembilu,-3.2,1.0,"[-3, -4, -2, -4, -4, -4, -3, -4, -1, -3]"
mumi,-3.2,1.0,"[-3, -1, -4, -3, -4, -4, -4, -2, -3, -4]"
cempala mulut,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
putih,-3.2,1.0,"[-4, -3, -2, -4, -4, -3, -4, -2, -4, -2]"
beralaskan,-3.2,1.0,"[-4, -3, -1, -2, -4, -3, -4, -4, -4, -3]"
tetesan darah,-2.4,1.0,"[-2, -2, -2, -4, -3, -2, 0, -2, -3, -4]"
bulsak,-3.2,1.0,"[-2, -2, -4, -3, -4, -4, -3, -4, -3, -3]"
gapura,-3.2,1.0,"[-3, -4, -4, -2, -4, -3, -2, -4, -3, -3]"
pembabil,-3.2,1.0,"[-3, -4, -3, -4, -4, -3, -4, -3, 0, -4]"
kurang ajar,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
angkup,-2.4,1.0,"[-4, -3, -3, -2, -2, -2, -2, -1, -3, -2]"
geregetan,-3.2,1.0,"[-3, -4, -4, -3, -3, -4, -3, -4, -2, -2]"
tinju,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mengisruhkan,-3.2,1.0,"[-4, -3, -4, -4, -2, -2, -4, -4, -4, -1]"
inferior,-3.2,1.0,"[-3, -2, -3, -4, -4, -3, -4, -2, -4, -3]"
mengunyah,-3.2,1.0,"[-4, -4, -4, -2, -2, -3, -3, -3, -4, -3]"
titik berat,-2.4,1.0,"[-3, -1, -2, -3, -2, -1, -3, -2, -3, -4]"
ahli bahasa,-2.4,1.0,"[-3, -2, -2, -2, 0, -1, -4, -2, -4, -4]"
bertengkar,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
terdampar,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
cempelung,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
penata,-2.4,1.0,"[-1, -3, -3, -3, -1, -3, -3, -1, -3, -3]"
pun,-2.4,1.0,"[-3, -2, -2, -3, -3, -1, -2, -2, -2, -4]"
gempuran,-2.4,1.0,"[-3, -3, -3, -2, -1, -3, -2, 0, -4, -3]"
jemari,-3.2,1.0,"[-4, -3, -2, -3, -2, -4, -3, -3, -4, -4]"
resesi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bongkar-bangkir,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
reca,-2.4,1.0,"[-2, -2, -3, -2, -1, -2, -3, -3, -3, -3]"
roh jahat,-3.2,1.0,"[-4, -4, -4, -3, -3, -3, -4, -2, -3, -2]"
pub,-3.2,1.0,"[-3, -3, -2, -4, -3, -3, -4, -4, -3, -3]"
berat otak,-3.2,1.0,"[-2, -4, -3, -1, -4, -4, -3, -4, -3, -4]"
bertarak,-2.4,1.0,"[-1, -3, -4, -2, -3, -3, -3, -1, -2, -2]"
mengias,-3.2,1.0,"[-3, -3, -4, -4, -4, -2, -2, -3, -3, -4]"
kemuraman,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
penutur bahasa,-2.4,1.0,"[-2, -2, -3, -3, -4, 0, -2, -3, -4, -1]"
basi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
penindasan,-3.2,1.0,"[-3, -2, -3, -2, -3, -3, -4, -4, -4, -4]"
sayu rayu,-2.4,1.0,"[-2, -3, -1, -1, -4, -4, -4, -1, -2, -2]"
tangisan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ampel,-2.4,1.0,"[-2, 0, -3, -1, -4, -2, -4, -4, -3, -1]"
mengharukan,-3.2,1.0,"[-4, -4, -4, -2, -3, -3, -3, -3, -4, -2]"
amtenar,-2.4,1.0,"[-3, -1, -2, 0, -3, -2, -4, -2, -4, -3]"
ketuat,-3.2,1.0,"[-1, -2, -4, -4, -4, -4, -4, -3, -2, -4]"
mengarik,-2.4,1.0,"[-3, -2, -1, -2, -4, -2, -3, -2, -2, -3]"
dongkel,-2.4,1.0,"[-1, -4, -2, -3, -4, 0, -3, -2, -3, -2]"
riuk,-2.4,1.0,"[-2, -4, -3, -2, -1, -1, -4, -2, -2, -3]"
wejang,-2.4,1.0,"[-3, -3, -2, -4, -3, -4, 1, -2, -2, -2]"
rompyok,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
banyak cincong,-3.2,1.0,"[-4, -3, -3, -4, -2, -1, -4, -3, -4, -4]"
terbangai,-2.4,1.0,"[-3, -3, -3, -4, -1, -3, -1, -2, -2, -2]"
kuno,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ketumbukan,-3.2,1.0,"[-3, -4, -2, -4, -3, -3, -4, -2, -3, -4]"
ke belakang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kesengsaraan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
dina,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
tekek,-2.4,1.0,"[-3, -3, -1, -3, -3, -3, -2, -2, -2, -2]"
mengeremus,-3.2,1.0,"[-3, -4, -4, -3, -4, -3, -1, -4, -3, -3]"
sapi jantan,-2.4,1.0,"[-2, -3, -1, -3, -2, -3, -3, -2, -1, -4]"
warta,-2.4,1.0,"[-2, -2, -3, -3, -2, -3, -1, -2, -3, -3]"
pumpun,-2.4,1.0,"[-3, -2, -2, -4, 0, -3, -3, -1, -2, -4]"
berlawanan,-3.2,1.0,"[-3, -3, -3, -3, -3, -4, -3, -3, -3, -4]"
sivilisasi,-2.4,1.0,"[-1, -3, -3, -2, -3, -3, -2, -3, -1, -3]"
batuk lelah,-3.2,1.0,"[-4, -4, -3, -3, -4, -2, -2, -4, -3, -3]"
laluan,-3.2,1.0,"[-2, -3, -4, -4, -4, -1, -4, -3, -4, -3]"
