no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words,filtered_tokens,filtered_word_scores
11555,2020-11-28T02:26:36.000Z,Bagaimana Penjelasan lengkap terkait aturan Medsos untuk pengguna media sosial usia di bawah tahun di Rancangan Undang Undang Perlindungan Data Pribadi RUU PDP ? Simak saat ini pembahasannya bersama Anggota Komisi DPR RI Muhammad Farhan,bagaimana penjelasan lengkap terkait aturan medsos untuk pengguna media sosial usia di bawah tahun di rancangan undang undang perlindungan data pribadi RUU PDP ? simak saat ini pembahasannya bersama anggota komisi DPR RI muhammad farhan,0.8,0.2,0.447213595499958,positive,"['bagaimana', 'penjelasan', 'lengkap', 'terkait', 'aturan', 'medsos', 'untuk', 'pengguna', 'media', 'sosial', 'usia', 'di', 'bawah', 'tahun', 'di', 'rancangan', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'RUU', 'PDP', '?', 'simak', 'saat', 'ini', 'pembahasannya', 'bersama', 'anggota', 'komisi', 'DPR', 'RI', 'muhammad', 'farhan']","['penjelasan', 'lengkap', 'terkait', 'aturan', 'medsos', 'pengguna', 'media', 'sosial', 'tahun', 'rancangan', 'undang', 'undang', 'perlindungan', 'data', 'RUU', 'simak', 'pembahasannya', 'bersama', 'anggota', 'komisi', 'DPR', 'RI']","['bagaimana', 'untuk', 'usia', 'di', 'bawah', 'di', 'pribadi', 'PDP', '?', 'saat', 'ini', 'muhammad', 'farhan']","['penjelasan', 'lengkap', 'terkait', 'aturan', 'medsos', 'pengguna', 'media', 'sosial', 'usia', 'bawah', 'tahun', 'rancangan', 'perlindungan', 'data', 'pribadi', 'PDP', '?', 'simak', 'saat', 'pembahasannya', 'bersama', 'muhammad', 'farhan']","[{'word': 'penjelasan', 'score': 2.4000000000000004, 'matched': True}, {'word': 'lengkap', 'score': 1.6, 'matched': True}, {'word': 'terkait', 'score': -2.4000000000000004, 'matched': True}, {'word': 'aturan', 'score': 0.0, 'matched': True}, {'word': 'medsos', 'score': 0.0, 'matched': True}, {'word': 'pengguna', 'score': 0.8, 'matched': True}, {'word': 'media', 'score': 0.0, 'matched': True}, {'word': 'sosial', 'score': 3.2, 'matched': True}, {'word': 'usia', 'score': 0.0, 'matched': False}, {'word': 'bawah', 'score': 0.0, 'matched': False}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'rancangan', 'score': 0.0, 'matched': True}, {'word': 'perlindungan', 'score': 0.6400000000000001, 'matched': True}, {'word': 'data', 'score': 0.0, 'matched': True}, {'word': 'pribadi', 'score': 0.0, 'matched': False}, {'word': 'PDP', 'score': 0.0, 'matched': False}, {'word': '?', 'score': 0.0, 'matched': False}, {'word': 'simak', 'score': 2.4000000000000004, 'matched': True}, {'word': 'saat', 'score': 0.0, 'matched': False}, {'word': 'pembahasannya', 'score': 0.0, 'matched': True}, {'word': 'bersama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'muhammad', 'score': 0.0, 'matched': False}, {'word': 'farhan', 'score': 0.0, 'matched': False}]"
11625,2020-11-25T17:01:09.000Z,DPR RI Gila RUU HIP Masih Diagendakan,DPR RI gila RUU HIP masih diagendakan,-3.0,-0.75,0.0,negative,"['DPR', 'RI', 'gila', 'RUU', 'HIP', 'masih', 'diagendakan']","['DPR', 'RI', 'gila', 'RUU', 'masih', 'diagendakan']",['HIP'],"['gila', 'HIP', 'masih', 'diagendakan']","[{'word': 'gila', 'score': -1.6, 'matched': True}, {'word': 'HIP', 'score': 0.0, 'matched': False}, {'word': 'masih', 'score': -0.4, 'matched': True}, {'word': 'diagendakan', 'score': 0.0, 'matched': True}]"
11646,2020-11-25T05:31:26.000Z,Apa hak MUI mempermasalahkan tentang hal itu kebijakan ada di presiden tentu atas persetujuan anggot DPR RI,apa hak MUI mempermasalahkan tentang hal itu kebijakan ada di presiden tentu atas persetujuan anggot DPR RI,-0.2,-0.05,0.447213595499958,negative,"['apa', 'hak', 'MUI', 'mempermasalahkan', 'tentang', 'hal', 'itu', 'kebijakan', 'ada', 'di', 'presiden', 'tentu', 'atas', 'persetujuan', 'anggot', 'DPR', 'RI']","['hak', 'tentang', 'kebijakan', 'ada', 'presiden', 'tentu', 'atas', 'persetujuan', 'DPR', 'RI']","['MUI', 'mempermasalahkan', 'hal', 'di', 'anggot']","['hak', 'MUI', 'mempermasalahkan', 'tentang', 'hal', 'ada', 'tentu', 'atas', 'persetujuan', 'anggot']","[{'word': 'hak', 'score': 0.0, 'matched': True}, {'word': 'MUI', 'score': 0.0, 'matched': False}, {'word': 'mempermasalahkan', 'score': 0.0, 'matched': False}, {'word': 'tentang', 'score': 0.8, 'matched': True}, {'word': 'hal', 'score': 0.0, 'matched': False}, {'word': 'ada', 'score': 0.0, 'matched': True}, {'word': 'tentu', 'score': -2.4000000000000004, 'matched': True}, {'word': 'atas', 'score': 0.0, 'matched': True}, {'word': 'persetujuan', 'score': 0.0, 'matched': True}, {'word': 'anggot', 'score': 0.0, 'matched': False}]"
11654,2021-12-30T16:10:11.000Z,Gak penting banget bahas itu?? Itu RUU perampasan asset koruptor kenapa gak disetujui !!! Ngapain lah kau Bang?? Sesekali Berguna lah kau sebagai orang penting di NKRI ini??,tidak penting banget bahas itu ? ? itu RUU perampasan asset koruptor kenapa tidak disetujui ! ! mengapai lah kau bang ? ? sesekali berguna lah kau sebagai orang penting di NKRI ini ? ?,-2.8,-0.7,0.4472135954999578,negative,"['tidak', 'penting', 'banget', 'bahas', 'itu', '?', '?', 'itu', 'RUU', 'perampasan', 'asset', 'koruptor', 'kenapa', 'tidak', 'disetujui', '!', '!', 'mengapai', 'lah', 'kau', 'bang', '?', '?', 'sesekali', 'berguna', 'lah', 'kau', 'sebagai', 'orang', 'penting', 'di', 'NKRI', 'ini', '?', '?']","['penting', 'banget', 'bahas', 'RUU', 'perampasan', 'koruptor', 'disetujui', 'bang', 'berguna', 'sebagai', 'orang', 'penting', 'NKRI']","['?', '?', 'asset', 'kenapa', '!', '!', 'mengapai', 'lah', 'kau', '?', '?', 'sesekali', 'lah', 'kau', 'di', 'ini', '?', '?']","['tidak', 'penting', 'banget', 'bahas', '?', '?', 'perampasan', 'asset', 'koruptor', 'kenapa', 'tidak', 'disetujui', '!', '!', 'mengapai', 'kau', 'bang', '?', '?', 'sesekali', 'berguna', 'kau', 'sebagai', 'orang', 'penting', 'NKRI', '?', '?']","[{'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'penting', 'score': 2.4000000000000004, 'matched': True}, {'word': 'banget', 'score': 0.8, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': '?', 'score': 0.0, 'matched': False}, {'word': '?', 'score': 0.0, 'matched': False}, {'word': 'perampasan', 'score': -1.6, 'matched': True}, {'word': 'asset', 'score': 0.0, 'matched': False}, {'word': 'koruptor', 'score': -2.4000000000000004, 'matched': True}, {'word': 'kenapa', 'score': 0.0, 'matched': False}, {'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'disetujui', 'score': 0.0, 'matched': True}, {'word': '!', 'score': 0.0, 'matched': False}, {'word': '!', 'score': 0.0, 'matched': False}, {'word': 'mengapai', 'score': 0.0, 'matched': False}, {'word': 'kau', 'score': 0.0, 'matched': False}, {'word': 'bang', 'score': 0.0, 'matched': True}, {'word': '?', 'score': 0.0, 'matched': False}, {'word': '?', 'score': 0.0, 'matched': False}, {'word': 'sesekali', 'score': 0.0, 'matched': False}, {'word': 'berguna', 'score': 4.0, 'matched': True}, {'word': 'kau', 'score': 0.0, 'matched': False}, {'word': 'sebagai', 'score': -2.4000000000000004, 'matched': True}, {'word': 'orang', 'score': 0.0, 'matched': True}, {'word': 'penting', 'score': 2.4000000000000004, 'matched': True}, {'word': 'NKRI', 'score': 0.0, 'matched': True}, {'word': '?', 'score': 0.0, 'matched': False}, {'word': '?', 'score': 0.0, 'matched': False}]"
11663,2021-12-30T11:32:12.000Z,Takut hidupnya melarat pantesan nolak RUU,takut hidupnya melarat pantesan nolak RUU,-2.8,-0.7,0.4472135954999578,negative,"['takut', 'hidupnya', 'melarat', 'pantesan', 'nolak', 'RUU']","['takut', 'melarat', 'pantesan', 'nolak', 'RUU']",['hidupnya'],"['takut', 'hidupnya', 'melarat', 'pantesan', 'nolak']","[{'word': 'takut', 'score': -0.8, 'matched': True}, {'word': 'hidupnya', 'score': 0.0, 'matched': False}, {'word': 'melarat', 'score': -3.2, 'matched': True}, {'word': 'pantesan', 'score': -1.6, 'matched': True}, {'word': 'nolak', 'score': -1.2000000000000002, 'matched': True}]"
11677,2021-12-30T03:37:28.000Z,Kegiatan Reses Perorangan Anggota Komisi VIII DPR RI Dapil Sumut H M Husni S E M M melakukan kunjungan silaturahmi audiensi menampung aspirasi dengan Kepala Dinas Sosial Dinsos Rudi Tambunan dan Bapak Rismar Silaban Dinsos Deli Serdang Sumatra Utara,kegiatan reses perorangan anggota komisi VII DPR RI dapil sumut h sama husni si e sama sama melakukan kunjungan silaturahmi audiensi menampung aspirasi dengan kepala dinas sosial dinsos rudi tambunan dan bapak rismar silaban dinsos deli serdang sumatra utara,0.8,0.2,0.447213595499958,positive,"['kegiatan', 'reses', 'perorangan', 'anggota', 'komisi', 'VII', 'DPR', 'RI', 'dapil', 'sumut', 'h', 'sama', 'husni', 'si', 'e', 'sama', 'sama', 'melakukan', 'kunjungan', 'silaturahmi', 'audiensi', 'menampung', 'aspirasi', 'dengan', 'kepala', 'dinas', 'sosial', 'dinsos', 'rudi', 'tambunan', 'dan', 'bapak', 'rismar', 'silaban', 'dinsos', 'deli', 'serdang', 'sumatra', 'utara']","['kegiatan', 'reses', 'perorangan', 'anggota', 'komisi', 'VII', 'DPR', 'RI', 'dapil', 'sumut', 'sama', 'sama', 'sama', 'kunjungan', 'silaturahmi', 'audiensi', 'menampung', 'aspirasi', 'kepala', 'sosial', 'dinsos', 'bapak', 'dinsos', 'sumatra']","['h', 'husni', 'si', 'e', 'melakukan', 'dengan', 'dinas', 'rudi', 'tambunan', 'dan', 'rismar', 'silaban', 'deli', 'serdang', 'utara']","['kegiatan', 'reses', 'perorangan', 'VII', 'dapil', 'sumut', 'h', 'sama', 'husni', 'si', 'e', 'sama', 'sama', 'melakukan', 'kunjungan', 'silaturahmi', 'audiensi', 'menampung', 'aspirasi', 'kepala', 'dinas', 'sosial', 'dinsos', 'rudi', 'tambunan', 'bapak', 'rismar', 'silaban', 'dinsos', 'deli', 'serdang', 'sumatra', 'utara']","[{'word': 'kegiatan', 'score': 0.0, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'perorangan', 'score': 0.0, 'matched': True}, {'word': 'VII', 'score': 0.0, 'matched': True}, {'word': 'dapil', 'score': 0.0, 'matched': True}, {'word': 'sumut', 'score': 0.0, 'matched': True}, {'word': 'h', 'score': 0.0, 'matched': False}, {'word': 'sama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'husni', 'score': 0.0, 'matched': False}, {'word': 'si', 'score': 0.0, 'matched': False}, {'word': 'e', 'score': 0.0, 'matched': False}, {'word': 'sama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'sama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'melakukan', 'score': 0.0, 'matched': False}, {'word': 'kunjungan', 'score': 0.0, 'matched': True}, {'word': 'silaturahmi', 'score': 0.0, 'matched': True}, {'word': 'audiensi', 'score': 0.0, 'matched': True}, {'word': 'menampung', 'score': 0.0, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'kepala', 'score': 0.0, 'matched': True}, {'word': 'dinas', 'score': 0.0, 'matched': False}, {'word': 'sosial', 'score': 3.2, 'matched': True}, {'word': 'dinsos', 'score': 0.0, 'matched': True}, {'word': 'rudi', 'score': 0.0, 'matched': False}, {'word': 'tambunan', 'score': 0.0, 'matched': False}, {'word': 'bapak', 'score': 0.0, 'matched': True}, {'word': 'rismar', 'score': 0.0, 'matched': False}, {'word': 'silaban', 'score': 0.0, 'matched': False}, {'word': 'dinsos', 'score': 0.0, 'matched': True}, {'word': 'deli', 'score': 0.0, 'matched': False}, {'word': 'serdang', 'score': 0.0, 'matched': False}, {'word': 'sumatra', 'score': 0.0, 'matched': True}, {'word': 'utara', 'score': 0.0, 'matched': False}]"
11717,2021-12-28T12:22:55.000Z,Mudahan RUU ini segera jdi UU Sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yg tegas untuk kasus ini,mudahan RUU ini segera jadi UU sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yang tegas untuk kasus ini,0.2,0.05,1.0954451150103324,positive,"['mudahan', 'RUU', 'ini', 'segera', 'jadi', 'UU', 'sudah', 'banyak', 'sekali', 'terjadi', 'pencurian', 'dan', 'penjualan', 'data', 'pribadi', 'tetapi', 'belum', 'ada', 'sanksi', 'yang', 'tegas', 'untuk', 'kasus', 'ini']","['mudahan', 'RUU', 'segera', 'jadi', 'UU', 'banyak', 'sekali', 'terjadi', 'data', 'ada', 'tegas', 'kasus']","['ini', 'pencurian', 'dan', 'penjualan', 'pribadi', 'tetapi', 'belum', 'sanksi', 'untuk', 'ini']","['mudahan', 'segera', 'jadi', 'UU', 'sudah', 'banyak', 'sekali', 'terjadi', 'pencurian', 'penjualan', 'data', 'pribadi', 'belum', 'ada', 'sanksi', 'tegas', 'kasus']","[{'word': 'mudahan', 'score': 0.8, 'matched': True}, {'word': 'segera', 'score': 2.4000000000000004, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'sudah', 'score': 0.0, 'matched': True}, {'word': 'banyak', 'score': 0.0, 'matched': True}, {'word': 'sekali', 'score': -0.8, 'matched': True}, {'word': 'terjadi', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pencurian', 'score': 0.0, 'matched': False}, {'word': 'penjualan', 'score': 0.0, 'matched': False}, {'word': 'data', 'score': 0.0, 'matched': True}, {'word': 'pribadi', 'score': 0.0, 'matched': False}, {'word': 'belum', 'score': 0.0, 'matched': False}, {'word': 'ada', 'score': 0.0, 'matched': True}, {'word': 'sanksi', 'score': 0.0, 'matched': False}, {'word': 'tegas', 'score': 0.6400000000000001, 'matched': True}, {'word': 'kasus', 'score': -0.8, 'matched': True}]"
11755,2021-12-26T23:23:31.000Z,Anggota Komisi VIII DPR RI Dr H Jefry Romdonny M M disela Kunjungan Kerja Reses masa sidang II tahun Beliau menyerahkan bantuan Alat bantu dengar ABD Kaki Palsu Alat bantu jalan,anggota komisi VII DPR RI dari h jefry romdonny sama sama disela kunjungan kerja reses masa sidang II tahun beliau menyerahkan bantuan alat bantu dengar ABD kaki palsu alat bantu jalan,0.8,0.2,0.447213595499958,positive,"['anggota', 'komisi', 'VII', 'DPR', 'RI', 'dari', 'h', 'jefry', 'romdonny', 'sama', 'sama', 'disela', 'kunjungan', 'kerja', 'reses', 'masa', 'sidang', 'II', 'tahun', 'beliau', 'menyerahkan', 'bantuan', 'alat', 'bantu', 'dengar', 'ABD', 'kaki', 'palsu', 'alat', 'bantu', 'jalan']","['anggota', 'komisi', 'VII', 'DPR', 'RI', 'sama', 'sama', 'kunjungan', 'kerja', 'reses', 'masa', 'sidang', 'II', 'tahun', 'menyerahkan', 'bantuan', 'bantu', 'dengar', 'bantu']","['h', 'jefry', 'romdonny', 'disela', 'beliau', 'alat', 'ABD', 'kaki', 'palsu', 'alat', 'jalan']","['VII', 'h', 'jefry', 'romdonny', 'sama', 'sama', 'disela', 'kunjungan', 'kerja', 'reses', 'masa', 'II', 'tahun', 'beliau', 'menyerahkan', 'bantuan', 'alat', 'bantu', 'dengar', 'ABD', 'kaki', 'palsu', 'alat', 'bantu', 'jalan']","[{'word': 'VII', 'score': 0.0, 'matched': True}, {'word': 'h', 'score': 0.0, 'matched': False}, {'word': 'jefry', 'score': 0.0, 'matched': False}, {'word': 'romdonny', 'score': 0.0, 'matched': False}, {'word': 'sama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'sama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'disela', 'score': 0.0, 'matched': False}, {'word': 'kunjungan', 'score': 0.0, 'matched': True}, {'word': 'kerja', 'score': 1.6, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'beliau', 'score': 0.0, 'matched': False}, {'word': 'menyerahkan', 'score': 0.0, 'matched': True}, {'word': 'bantuan', 'score': 0.0, 'matched': True}, {'word': 'alat', 'score': 0.0, 'matched': False}, {'word': 'bantu', 'score': 2.4000000000000004, 'matched': True}, {'word': 'dengar', 'score': 1.6, 'matched': True}, {'word': 'ABD', 'score': 0.0, 'matched': False}, {'word': 'kaki', 'score': 0.0, 'matched': False}, {'word': 'palsu', 'score': 0.0, 'matched': False}, {'word': 'alat', 'score': 0.0, 'matched': False}, {'word': 'bantu', 'score': 2.4000000000000004, 'matched': True}, {'word': 'jalan', 'score': 0.0, 'matched': False}]"
11758,2021-12-26T23:13:08.000Z,anggota DPR RI dari Fraksi Gerindra Dr Ir H A R Sutan Adil Hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses Masa Persidangan II tahun di daerah pemilihan tanggal hingga Desember,anggota DPR RI dari fraksi gerindra dari ir h a r sutan adil hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses masa persidangan II tahun di daerah pemilihan tanggal hingga desember,0.6,0.15,0.5477225575051662,positive,"['anggota', 'DPR', 'RI', 'dari', 'fraksi', 'gerindra', 'dari', 'ir', 'h', 'a', 'r', 'sutan', 'adil', 'hendra', 'MM', 'SAH', 'kembali', 'melakukan', 'kunjungan', 'kerja', 'perorangan', 'atau', 'reses', 'masa', 'persidangan', 'II', 'tahun', 'di', 'daerah', 'pemilihan', 'tanggal', 'hingga', 'desember']","['anggota', 'DPR', 'RI', 'fraksi', 'gerindra', 'adil', 'kunjungan', 'kerja', 'perorangan', 'reses', 'masa', 'persidangan', 'II', 'tahun', 'daerah', 'pemilihan', 'tanggal', 'desember']","['ir', 'h', 'a', 'r', 'sutan', 'hendra', 'MM', 'SAH', 'kembali', 'melakukan', 'atau', 'di', 'hingga']","['gerindra', 'ir', 'h', 'a', 'r', 'sutan', 'adil', 'hendra', 'MM', 'SAH', 'kembali', 'melakukan', 'kunjungan', 'kerja', 'perorangan', 'reses', 'masa', 'II', 'tahun', 'pemilihan', 'tanggal', 'desember']","[{'word': 'gerindra', 'score': 0.0, 'matched': True}, {'word': 'ir', 'score': 0.0, 'matched': False}, {'word': 'h', 'score': 0.0, 'matched': False}, {'word': 'a', 'score': 0.0, 'matched': False}, {'word': 'r', 'score': 0.0, 'matched': False}, {'word': 'sutan', 'score': 0.0, 'matched': False}, {'word': 'adil', 'score': 0.96, 'matched': True}, {'word': 'hendra', 'score': 0.0, 'matched': False}, {'word': 'MM', 'score': 0.0, 'matched': False}, {'word': 'SAH', 'score': 0.0, 'matched': False}, {'word': 'kembali', 'score': 0.0, 'matched': False}, {'word': 'melakukan', 'score': 0.0, 'matched': False}, {'word': 'kunjungan', 'score': 0.0, 'matched': True}, {'word': 'kerja', 'score': 1.6, 'matched': True}, {'word': 'perorangan', 'score': 0.0, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'tahun', 'score': 0.0, 'matched': True}, {'word': 'pemilihan', 'score': 0.0, 'matched': True}, {'word': 'tanggal', 'score': 0.0, 'matched': True}, {'word': 'desember', 'score': 0.0, 'matched': True}]"
11791,2021-12-24T09:06:45.000Z,Media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS Rosmiati,media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS rosmiati,0.2,0.05,1.0954451150103324,positive,"['media', 'masyarakat', 'dan', 'publik', 'harus', 'mendorong', 'DPR', 'RI', 'agar', 'segera', 'mengesahkan', 'RUU', 'TPKS', 'rosmiati']","['media', 'masyarakat', 'publik', 'mendorong', 'DPR', 'RI', 'agar', 'segera', 'mengesahkan', 'RUU', 'TPKS']","['dan', 'rosmiati']","['media', 'masyarakat', 'publik', 'harus', 'mendorong', 'agar', 'segera', 'mengesahkan', 'TPKS', 'rosmiati']","[{'word': 'media', 'score': 0.0, 'matched': True}, {'word': 'masyarakat', 'score': 0.0, 'matched': True}, {'word': 'publik', 'score': 0.0, 'matched': True}, {'word': 'harus', 'score': -4.0, 'matched': True}, {'word': 'mendorong', 'score': 0.4, 'matched': True}, {'word': 'agar', 'score': -2.4000000000000004, 'matched': True}, {'word': 'segera', 'score': 2.4000000000000004, 'matched': True}, {'word': 'mengesahkan', 'score': 0.0, 'matched': True}, {'word': 'TPKS', 'score': 0.0, 'matched': True}, {'word': 'rosmiati', 'score': 0.0, 'matched': False}]"
11797,2021-12-24T04:00:24.000Z,Presiden Sudah Kirim Surat ke DPR RI untuk Bahas RUU Perubahan UU ITE,presiden sudah kirim surat ke DPR RI untuk bahas RUU perubahan UU ITE,0.0,0.0,0.0,neutral,"['presiden', 'sudah', 'kirim', 'surat', 'ke', 'DPR', 'RI', 'untuk', 'bahas', 'RUU', 'perubahan', 'UU', 'ITE']","['presiden', 'kirim', 'surat', 'DPR', 'RI', 'bahas', 'RUU', 'perubahan', 'UU', 'ITE']","['ke', 'untuk']","['sudah', 'kirim', 'surat', 'bahas', 'perubahan', 'UU', 'ITE']","[{'word': 'sudah', 'score': 0.0, 'matched': True}, {'word': 'kirim', 'score': 1.6, 'matched': True}, {'word': 'surat', 'score': 0.0, 'matched': True}, {'word': 'bahas', 'score': 0.0, 'matched': True}, {'word': 'perubahan', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'ITE', 'score': 0.0, 'matched': True}]"
11812,2021-12-23T13:46:10.000Z,Hal itu disampaikan Desmond saat memimpin pertemuan Tim Kunjungan Kerja Reses Komisi III DPR RI dengan Kapolda Banten Rudy Heriyanto beserta jajaran dan Kepala Badan Narkotika Nasional BNN Banten Hendri Marpaung beserta jajaran,hal itu disampaikan desmond saat memimpin pertemuan tim kunjungan kerja reses komisi II DPR RI dengan kapolda banten rudy heriyanto beserta jajaran dan kepala badan narkotika nasional BNN banten hendri marpaung beserta jajaran,0.0,0.0,0.0,neutral,"['hal', 'itu', 'disampaikan', 'desmond', 'saat', 'memimpin', 'pertemuan', 'tim', 'kunjungan', 'kerja', 'reses', 'komisi', 'II', 'DPR', 'RI', 'dengan', 'kapolda', 'banten', 'rudy', 'heriyanto', 'beserta', 'jajaran', 'dan', 'kepala', 'badan', 'narkotika', 'nasional', 'BNN', 'banten', 'hendri', 'marpaung', 'beserta', 'jajaran']","['disampaikan', 'memimpin', 'pertemuan', 'tim', 'kunjungan', 'kerja', 'reses', 'komisi', 'II', 'DPR', 'RI', 'kapolda', 'banten', 'jajaran', 'kepala', 'badan', 'narkotika', 'nasional', 'BNN', 'banten', 'jajaran']","['hal', 'desmond', 'saat', 'dengan', 'rudy', 'heriyanto', 'beserta', 'dan', 'hendri', 'marpaung', 'beserta']","['hal', 'disampaikan', 'desmond', 'saat', 'memimpin', 'pertemuan', 'tim', 'kunjungan', 'kerja', 'reses', 'II', 'kapolda', 'banten', 'rudy', 'heriyanto', 'beserta', 'jajaran', 'kepala', 'badan', 'narkotika', 'nasional', 'BNN', 'banten', 'hendri', 'marpaung', 'beserta', 'jajaran']","[{'word': 'hal', 'score': 0.0, 'matched': False}, {'word': 'disampaikan', 'score': 0.0, 'matched': True}, {'word': 'desmond', 'score': 0.0, 'matched': False}, {'word': 'saat', 'score': 0.0, 'matched': False}, {'word': 'memimpin', 'score': 0.0, 'matched': True}, {'word': 'pertemuan', 'score': 2.4000000000000004, 'matched': True}, {'word': 'tim', 'score': 0.0, 'matched': True}, {'word': 'kunjungan', 'score': 0.0, 'matched': True}, {'word': 'kerja', 'score': 1.6, 'matched': True}, {'word': 'reses', 'score': 0.0, 'matched': True}, {'word': 'II', 'score': 0.0, 'matched': True}, {'word': 'kapolda', 'score': 0.0, 'matched': True}, {'word': 'banten', 'score': 0.0, 'matched': True}, {'word': 'rudy', 'score': 0.0, 'matched': False}, {'word': 'heriyanto', 'score': 0.0, 'matched': False}, {'word': 'beserta', 'score': 0.0, 'matched': False}, {'word': 'jajaran', 'score': 0.0, 'matched': True}, {'word': 'kepala', 'score': 0.0, 'matched': True}, {'word': 'badan', 'score': 0.0, 'matched': True}, {'word': 'narkotika', 'score': -3.2, 'matched': True}, {'word': 'nasional', 'score': 0.0, 'matched': True}, {'word': 'BNN', 'score': 0.0, 'matched': True}, {'word': 'banten', 'score': 0.0, 'matched': True}, {'word': 'hendri', 'score': 0.0, 'matched': False}, {'word': 'marpaung', 'score': 0.0, 'matched': False}, {'word': 'beserta', 'score': 0.0, 'matched': False}, {'word': 'jajaran', 'score': 0.0, 'matched': True}]"
