no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,teks_translated
12590,2024-12-21T17:57:25.000Z,Wanita binal loe yang ngebuzer waktu prabowo kampanye loe gk lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,wanita binal lo yang ngebuzer waktu prabowo kampanye lo tidak lihat UU rilleksasi pajak artinya jika daya beli masyarakat rendah prabowo bisa menurun atau tidak menaikan PPN kebijakan itu harus sejalan dengan kondisi ekonomi sekarang kebijakan itu ada di pemerintah,-1.2,-0.3,1.6431676725154982,negative,"You're a naughty woman who was making noise during Prabowo's campaign. You didn't see the tax relaxation law, which means that if people's purchasing power is low, Prabowo could decrease or not raise VAT. The policy must be in line with current economic conditions. The policy is in the government's hands."
12607,2024-12-21T10:17:50.000Z,Kau punya data hasil voting partai mana yg mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini? Siapa kau singgung nama PDIP? Dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali Jangan sok opini nya kamu pahlawan kesiangan,kau punya data hasil voting partai mana yang mendukung kenaikan pajak saat pembahasan hingga pengesahan uud tentang pajak ini ? siapa kau singgung nama PDIP ? dasar jalang saat PDIP berbicara reformasi kau masih belum tau apa tali jangan sok opini nya kamu pahlawan kesiangan,-2.8,-0.7,1.095445115010332,negative,"Do you have data on the voting results of which party supports endorse back price hike increase burden unaffordable rising cost tax during discussions and ratification of the Constitution regarding this tax? who are you mentioning the name of pdip? You bitch, when Pdip talks about reform, you still don't know what the ropes are, don't pretend to be your opinion, you're a hero who oversleep"
12685,2024-12-18T09:29:43.000Z,Narapidana UU ITE kini bisa bernafas lega Kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,narapidana UU ITE kini bisa bernafas lega kebijakan amnesti menunjukkan perhatian terhadap revisi undang undang yang dianggap sering melukai kebebasan berpendapat,1.0,0.25,0.0,positive,UU ITe prisoners can now breathe a sigh of relief. The amnesty policy shows attention to the revision of laws which are often considered to hurt freedom of expression
12720,2024-12-16T14:04:39.000Z,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI Siapapun presidennya akan tetap naik mas even anies pun gabisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yg dipilih rakyat juga Wkwk gini aja masa gapaham,ya kan itu batas minimal dan maksimal untuk kebijakan kenaikan pajak di RI siapapun presidennya akan tetap naik mas even anies pun enggak bisa batalin tuh undang undang karena undang undang dibuat oleh legislative yaitu dpr ri yang dipilih rakyat juga wkwk begini saja masa gapaham,-0.2,-0.05,0.447213595499958,negative,"Yes, that's the minimum and maximum limit for the price hike increase burden unaffordable rising cost tax policy in RI, whoever the president is, it will still increase, bro, even Anies can't cancel it, failed failed to deliver in, that's the law because the law is made by the legislature, namely the Republic of Indonesia DPR, which is elected by the people, wow, it's like this, I don't understand."
12723,2024-12-16T12:54:45.000Z,Peringatan ini disampaikan dalam kunjungan kerja reses Tim Komisi II DPR RI di Palembang Sumatera Selatan,peringatan ini disampaikan dalam kunjungan kerja reses tim komisi II DPR RI di palembang sumatera selatan,0.0,0.0,0.0,neutral,"This warning was conveyed during the working visit of the Constituency Outreach Service Community Visit Team of Commission II of the Indonesian House of Representatives in Palembang, South Sumatra"
12791,2024-12-12T06:46:25.000Z,TVR DPR RI RUU PPRT Proritas Prolegnas,TVR DPR RI RUU PPRT proritas prolegnas,0.4,0.1,0.5477225575051662,positive,tvr DPR RI bill pprt prolegnas priorities
12809,2024-12-10T13:58:46.000Z,Segenap Pimpinan Dewan Energi Nasional Yth Mohon Definisi Energi Nasional Definisi UU no ttg Energi ditegakkan segera agar dapat kita amalkan untuk i RUU Perkoperasian global PlanningProcesses ii RPP Kebijakan Energi Nasional,segenap pimpinan dewan energi nasional yth mohon definisi energi nasional definisi UU no tentang energi ditegakkan segera agar dapat kita amalkan untuk i RUU perkoperasian global planningprocesses ii RPP kebijakan energi nasional,0.2,0.05,0.447213595499958,positive,"All leaders of the National Energy Council, please request that the definition of national energy be enforced immediately so that we can put it into practice for the global planning process cooperative bill, the national energy policy plan."
12833,2024-12-09T14:51:38.000Z,Lapas Sibolga Ikuti Kegiatan Kunjungan Kerja Reses Komisi XIII DPR RI,lapas sibolga ikuti kegiatan kunjungan kerja reses komisi XII DPR RI,0.0,0.0,0.0,neutral,Sibolga prison took part in work visit activities constituency outreach service community visit commission xii DPR RI
12850,2024-12-09T05:13:35.000Z,Gerak News Jakarta Ketua Badan Anggaran Banggar DPR RI Said Abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan GerakNews PPN ppn semuaorang FOURTHxBMMF,gerak news jakarta ketua badan anggaran banggar DPR RI said abdullah menyatakan kebijakan pajak pertambahan nilai PPN persen bertujuan untuk menjaga pertumbuhan ekonomi yang berkelanjutan geraknews PPN ppn semuaorang fourthxbmmf,0.2,0.05,0.447213595499958,positive,Motion News Jakarta Chairman of the Bangar Budget Body of the Indonesian House of Representatives Said Abdullah stated that the VAT percent value added tax policy aims to maintain sustainable economic growth.
12863,2024-12-07T12:14:48.000Z,Kegiatan Kunjungan Kerja Reses yang dihadiri oleh anggota Komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN Merauke Selanjutnya tim Kunjungan Kerja Reses melihat secara langsung kegiatan,kegiatan kunjungan kerja reses yang dihadiri oleh anggota komisi IV DPR RI tersebut dimulai dengan peninjauan fasilitas utama dan penunjang seperti dermaga dan unit cold storage yang ada di PPN merauke selanjutnya tim kunjungan kerja reses melihat secara langsung kegiatan,0.8,0.2,0.447213595499958,positive,"The constituency outreach service community visit work visit activity which was attended by members of Commission IV of the Indonesian House of Representatives began with a review of the main and supporting facilities such as the dock and cold storage units at PPN Merauke, then the constituency outreach service community visit work visit team saw the activities directly."
12884,2024-12-06T00:39:15.000Z,Anggota Komisi VI dari Fraksi PDI Perjuangan Rieke Diah Pitaloka meminta rencana kenaikan PPN persen dibatalkan Hal tersebut ia sampaikan pada Rapat Paripurna DPR RI di Gedung DPR MPR DPD RI Senayan Jakarta Kamis riekediahpitaloka ppn prmn,anggota komisi VI dari fraksi PDI perjuangan rieke diah pitaloka meminta rencana kenaikan PPN persen dibatalkan hal tersebut ia sampaikan pada rapat paripurna DPR RI di gedung DPR MPR DPD RI senayan jakarta kamis riekediahpitaloka ppn prmn,0.4,0.1,0.8944271909999159,positive,"member of commission vi from the pdi struggle faction, rieke diah pitaloka, asked for a plan for price increase increase burden unaffordable rising cost VAT percent to be canceled failed failed to deliver, he conveyed this at the plenary meeting of the Republic of Indonesia DPR in the MPR DPD RI DPR building, Senayan Jakarta, Thursday Riekediahpitaloka PPN PRM"
12893,2024-12-05T07:59:28.000Z,Ya tugas lw lah oneng sbg wakil rakyat di senayan lah yang nolak rakyat berkoar² juga ga akan digubris Btw oneng nih setelah pilpres makin rajin aja buat konten yg menentang kebijakan pemerintahan dl hilang bak ditelan bumi,ya tugas jika lah oneng sebagai wakil rakyat di senayan lah yang nolak rakyat berkoar² juga tidak akan digubris btw oneng ini setelah pilpres makin rajin saja buat konten yang menentang kebijakan pemerintahan dulu hilang bak ditelan bumi,-2.0,-0.5,0.0,negative,"Yes, it's Oneng's job as a people's representative in Senayan to be the one who refuses to let the people speak out and he won't be ignored, btw, after the presidential election, Oneng became more diligent in creating content that was against the policies of the previous government, it disappeared like it was swallowed up by the earth."
12909,2024-12-04T08:50:27.000Z,antarkementerian lembaga sehingga ketersediaan data tunggal sebagai alat dalam merancang kebijakan pemerintah sangatlah penting ungkap Ketua Badan Legislasi Baleg DPR RI Bob Hasan dalam membuka Focus Group Discussion FGD antara BPS dengan Baleg DPR RI CintaData,antarkementerian lembaga sehingga ketersediaan data tunggal sebagai alat dalam merancang kebijakan pemerintah sangatlah penting ungkap ketua badan legislasi baleg DPR RI bob hasan dalam membuka focus group discussion FGD antara BPS dengan baleg DPR RI cintadata,0.8,0.2,0.447213595499958,positive,"between ministries and institutions so that the availability of single data as a tool in designing government policy is very important, said the chairman of the Legislative Body of the Republic of Indonesia DPR Legislative Council, Bob Hasan, in opening a FGD focus group discussion between BPS and DPR RI Legislative Council Cintadata."
12914,2024-12-03T06:21:00.000Z,Wan Fayhsal mahu bantuan banjir libatkan wakil rakyat,wan fayhsal mahu bantuan banjir libatkan wakil rakyat,0.6,0.15,0.5477225575051662,positive,Wan Fayhsal wants flood relief to involve people's representatives
12924,2024-12-03T16:10:51.000Z,South Korea s National Assembly has passed a resolution to lift the martial law,south korea si national assembly has passed a resolution tetapi lift the martial law,0.0,0.0,0.0,neutral,south korea si national assembly has passed a resolution but lifts the martial law
12928,2024-12-03T14:48:32.000Z,Kok pada nyalahin jokowi ? Yg buat undang undang yg mengawasi jalannya pemerintahan DPR Kalau mau menyalahkan atau memaki hujat itu anggota DPR Makhluk ga ada guna,kok pada menyalahkan jokowi ? yang buat undang undang yang mengawasi jalannya pemerintahan DPR jika mau menyalahkan atau memaki hujat itu anggota DPR makhluk tidak ada guna,-3.2,-0.8,1.3038404810405295,negative,"Why are you blaming Jokowi? those who make the laws that oversee the running of government, the DPR, if they want to blame or curse, are members of the DPR who are useless creatures."
12953,2024-11-30T02:13:37.000Z,Ketua DPR RI Puan Maharani menyambut baik kebijakan pemerintah yang akan menaikkan gaji guru PeningkatanKesejahteraanGuru PendidikanBerkualitas GuruIndonesia KesejahteraanGuru DukungGuru PahlawanTanpaTandaJasa ASN GuruHonorer HariGuru IndonesiaMaju Viral Fyp,ketua DPR RI puan maharani menyambut baik kebijakan pemerintah yang akan menaikkan gaji guru peningkatankesejahteraanguru pendidikanberkualitas guruindonesia kesejahteraanguru dukungguru pahlawantanpatandajasa ASN guruhonorer hariguru indonesiamaju viral fyp,1.0,0.25,0.0,positive,"Chairperson of the Republic of Indonesia House of Representatives, Puan Maharani, welcomed the government's policy which will increase teacher salaries, increase welfare, education teachers, quality Indonesian teachers, welfare, teachers, support, endorsement back, teacher without a hero, ASN teacher, honorary Hari, Indonesian teacher, advanced viral fyp"
12984,2025-11-14T09:43:17.000Z,Ketua DPR RI Menanggapi Soal Putusan MKD Perihal Kesetjenan DPR RI Untuk Memotong Anggaran Reses Anggota DPR Dari Titik Menjadi Titik Ya karena titiknya berkurang ya harusnya akan ada pengurangan anggaran,ketua DPR RI menanggapi soal putusan MKD perihal kesetjenan DPR RI untuk memotong anggaran reses anggota DPR dari titik menjadi titik ya karena titiknya berkurang ya harusnya akan ada pengurangan anggaran,0.0,0.0,0.0,neutral,"the chairman of the Indonesian House of Representatives responded to the MKD decision regarding the DPR RI's general secretariat to cut the budget for constituency outreach service community visit members of the DPR from point to point, yes, because the number of points is decreasing, there should be a reduction in the budget"
12994,2025-11-14T06:27:39.000Z,Seorang politisi berbicara tentang Helsinki dgn narasi yg menyedihkan Posisi sbg DPR RI tdk membuat dia sadar akan tugasnya yaitu menyuarakan aspirasi rakyat tak terkecuali Daerah Dia lupa Helsinki itu di tulis dengan Tinta Darah!!!,seorang politisi berbicara tentang helsinki dengan narasi yang menyedihkan posisi sebagai DPR RI tidak membuat dia sadar akan tugasnya yaitu menyuarakan aspirasi rakyat tak terkecuali daerah dia lupa helsinki itu di tulis dengan tinta darah ! !,-2.4,-0.6,0.5477225575051661,negative,"a politician talks about Helsinki with a sad narrative. His position as DPR RI does not make him aware of his duties, namely voicing the aspirations of the people, including the region he forgot that Helsinki was written in blood ink! !"
13032,2025-11-11T14:24:58.000Z,Hai SahabatBahari Selasa November Badan Mutu KKP Mataram melakukan Penyambutan Tim Kunjungan Kerja RUU Pangan Komisi IV DPR RI ke Provinsi Nusa Tenggara Barat di Bandara Zainuddin Abdul Madjid BPPMHKP,hai sahabatbahari selasa november badan mutu KKP mataram melakukan penyambutan tim kunjungan kerja RUU pangan komisi IV DPR RI ke provinsi nusa tenggara barat di bandara zainuddin abdul madjid BPPMHKP,0.4,0.1,0.5477225575051662,positive,"Hi friends, Tuesday November, Mataram KKP Quality Agency, Evading Dodging, Avoiding Accountability, welcomes the RI DPR Commission IV Food Bill Working Visit Team to West Nusa Tenggara Province at Zainuddin Abdul Madjid Airport, BPPMHKP"
13057,2025-11-10T15:20:53.000Z,gue nggak bodoh bodoh amat gue deserve punya presiden dan wakil presiden yang pinter yang bisa bikin kebijakan sbg solusi dari AKAR masalah gue deserve punya menteri yang kompeten wakil rakyat yang berpihak sama gue kita nih salah apa sih sebagai masyarakat,saya tidak bodoh bodoh sangat saya deserve punya presiden dan wakil presiden yang pintar yang bisa bikin kebijakan sebagai solusi dari AKAR masalah saya deserve punya menteri yang kompeten wakil rakyat yang berpihak sama saya kita ini salah apa sih sebagai masyarakat,-1.8,-0.45,1.3038404810405295,negative,"I'm not stupid, very stupid, I deserve to have a smart president and vice president who can make policies as a solution to the root of the problem. I deserve to have competent ministers representing the people who side with me. What's wrong with us as a society?"
