no,timestamp,teks,teks_processed,sentiment,compound_score,dominant_topic,topic_probability
11375,2020-12-11T08:30:02.000Z,DPR Gelar Rapat Paripurna Penutupan Masa Sidang II DPR Gelar Rapat Paripurna Penutupan Masa Sidang II Dalam pidato penutupan masa sidang Ketua DPR RI Puan Maharani menyampaikan beberapa hal terkait kinerja DPR mengenai Prolegnas Prioritas dan,DPR gelar rapat paripurna penutupan masa sidang II DPR gelar rapat paripurna penutupan masa sidang II dalam pidato penutupan masa sidang ketua DPR RI puan maharani menyampaikan beberapa hal terkait kinerja DPR mengenai prolegnas prioritas dan,negative,-0.5160,5,0.5245
11376,2020-12-11T08:09:01.000Z,Beda Pimpinan beda cara kerja DPR RI seharusnya jgn reses gak efektif juga tetap bekerja utk rakyat segera rampungkan Prolegnas Prioritas Akselerasi Pimpinan DPR RI skarang harus lebih baik dari sbelumnya selesaikan semua pending matters anggota baru hrs fast learner,beda pimpinan beda cara kerja DPR RI seharusnya jangan reses tidak efektif juga tetap bekerja untuk rakyat segera rampungkan prolegnas prioritas akselerasi pimpinan DPR RI sekarang harus lebih baik dari sbelumnya selesaikan semua pending matters anggota baru harus fast learner,negative,-0.9335,4,0.6030
11379,2020-12-11T06:42:34.000Z,Boros dalam situasi pandemi dan ekonomi morat marit uang nasabah Jiwasraya dicicil dan mangkrak pembayarannya Tidak habis pikir kebijakan pemerintah seperti ini For bpk presiden,boros dalam situasi pandemi dan ekonomi morat marit uang nasabah jiwasraya dicicil dan mangkrak pembayarannya tidak habis pikir kebijakan pemerintah seperti ini for bpk presiden,negative,-0.9448,2,0.5971
11383,2020-12-11T04:40:38.000Z,Hmm merasa rakyat sendiri yg dikebiri akan kebijakan negara yg dibuat oleh wakil rakyat Bukannya memberikan kewenangan rakyat untuk bertindak dan merdeka seolah dikerangkeng dalam jeruji uu yg dibuatnya,hmm merasa rakyat sendiri yang dikebiri akan kebijakan negara yang dibuat oleh wakil rakyat bukan memberikan kewenangan rakyat untuk bertindak dan merdeka seolah dikerangkeng dalam jeruji uu yang dibuatnya,negative,-0.8807,2,0.6569
11384,2020-12-11T04:03:05.000Z,Lha negara tidak boleh di atas rakyat Negara dibangun di atas kedaulatan rakyat Negara harus netral dan mengakomodasi kelompok² secara berimbang Jikapun negara harus berpihak maka berpihak kepada yang paling lemah dan termarjinalkan x com antaranews sta,lah negara tidak boleh di atas rakyat negara dibangun di atas kedaulatan rakyat negara harus netral dan mengakomodasi kelompok² secara berimbang jikapun negara harus berpihak maka berpihak kepada yang paling lemah dan termarjinalkan kali com antaranews sta,negative,-0.9515,2,0.6257
11385,2020-12-11T04:07:41.000Z,DPR RI menggelar rapat paripurna penutupan masa sidang II tahun Sebanyak anggota Dewan hadir paripurna hari ini sedangkan absen DPR,DPR RI menggelar rapat paripurna penutupan masa sidang II tahun sebanyak anggota dewan hadir paripurna hari ini sedangkan absen DPR,negative,-0.5473,1,0.4554
11387,2020-12-11T03:40:06.000Z,Harusnya wakil rakyat dah lepas dari kebijakan partai prop Karena sudah mewakili konstituen dan rakyat Dan tidak digaji partai kan? Harusnya warga dapil tempat si wakil ini dipilih teriak dan nggak pilih lagi di pemilu berikutnya kalau nggak mau dengar imho,harusnya wakil rakyat deh lepas dari kebijakan partai prop karena sudah mewakili konstituen dan rakyat dan tidak digaji partai kan ? harusnya warga dapil tempat sih wakil ini dipilih teriak dan tidak pilih lagi di pemilu berikutnya jika tidak mau dengar imho,negative,-0.9782,5,0.4043
11388,2020-12-11T03:31:42.000Z,Peraturan tersebut sudah diatur pada Undang undang Dewan Perwakilan Rakyat Nomor tahun lho! Ternyata peraturannya sudah lama ya! Siapa nih yang baru tahu dari mimin?,peraturan tersebut sudah diatur pada undang undang dewan perwakilan rakyat nomor tahun lho ! ternyata peraturannya sudah lama ya ! siapa ini yang baru tahu dari mimin ?,negative,-0.6988,4,0.6413
11390,2020-12-11T01:03:30.000Z,Tdk dipenuhinya kewajiban Pemerintah dlm jumlah Tes Swab penundaan penyampaian hasil Tes Swab adalah kebijakan silent killer Kebijakan publik yg merestui kenaikan jumlah kasus aktif harian kematian Covid Sudah waktunya mengoreksi kebijakan yg salah ini,tidak dipenuhinya kewajiban pemerintah dalam jumlah tes swab penundaan penyampaian hasil tes swab adalah kebijakan silent killer kebijakan publik yang merestui kenaikan jumlah kasus aktif harian kematian covid sudah waktunya mengoreksi kebijakan yang salah ini,negative,-0.8611,2,0.3543
11391,2020-12-10T16:55:34.000Z,Bila ada oknum polisi yg dicurigai itu yg membela HRS sbg dalangnya krn sgt merugikan pk Lembaga krn terkait kebijakan Cc,bila ada oknum polisi yang dicurigai itu yang membela HARUS sebagai dalangnya karena sangat merugikan pakai lembaga karena terkait kebijakan cc,negative,-0.9476,2,0.4474
11394,2020-12-10T13:57:03.000Z,Anggota DPR yg tdk bekerja tapi menikmati fasilitas negara yg di miliki partai klo nyocot tidak pernah mewakili aspirasi rakyat tapi Aspirasi FPI,anggota DPR yang tidak bekerja tetapi menikmati fasilitas negara yang di miliki partai jika nyocot tidak pernah mewakili aspirasi rakyat tetapi aspirasi FPI,negative,-0.0701,2,0.4504
11396,2020-12-10T10:10:28.000Z,Bang FH skrg sudah tdk jadi anggota DPR jadi tdk punya lagi Hak Imun Kalau Bang Fadly Zon Masih bisa bebas mengkritik kebijakan pemerintah dan itu mmg tugas beliau,bang FH sekarang sudah tidak jadi anggota DPR jadi tidak punya lagi hak imun jika bang fadly zon masih bisa bebas mengkritik kebijakan pemerintah dan itu memang tugas beliau,negative,-0.8811,1,0.5132
11400,2020-12-10T06:03:24.000Z,Komisi lll DPR RI yang diatur hak konstitusionalnya dalam undang undang masih aja dikibulin apalagi rakyat biasa tapi itu semua lantaran kebodohan yg diperlihatkan oleh penegak hukum di indonesia bahwa anggota DPR dan rakyat gk sebodoh dia perkirakan,komisi ll DPR RI yang diatur hak konstitusionalnya dalam undang undang masih saja dikibulin apalagi rakyat biasa tetapi itu semua lantaran kebodohan yang diperlihatkan oleh penegak hukum di indonesia bahwa anggota DPR dan rakyat tidak sebodoh dia perkirakan,negative,-0.9628,2,0.4300
11401,2020-12-09T00:47:19.000Z,Anggota Komisi III DPR RI melaksanakan tugas konstitusionalnya datang ke RS Bhayangkara untk melihat langsung kondisi jenazah laskar FPI Eeehh anggota dewan aja ditipu apalagi rakyat,anggota komisi II DPR RI melaksanakan tugas konstitusionalnya datang ke RS bhayangkara untuk melihat langsung kondisi jenazah laskar FPI eeehh anggota dewan saja ditipu apalagi rakyat,negative,-0.8893,4,0.3107
11403,2020-12-10T04:15:40.000Z,Sdh disetujui Komisi VI DPR RI menyetujui pengesahan protokol terkait kemitraan ekonomi menyeluruh antara negara ASEAN termasuk Republik Indonesia dg Jepang serta persetujuan perdagangan prefensial antara pemerintah RI dengan pemerintah Mozambik,sudah disetujui komisi VI DPR RI menyetujui pengesahan protokol terkait kemitraan ekonomi menyeluruh antara negara ASEAN termasuk republik indonesia dengan jepang serta persetujuan perdagangan prefensial antara pemerintah RI dengan pemerintah mozambik,negative,-0.7125,3,0.4605
11406,2020-12-10T03:12:09.000Z,asal muasalnya intervensi hukum yg dilakukan pemerintah dengan copot mencopot kapolda seharusnya dewan perwakilan rakyat memanggil kapolri untuk klarifikasi bau politik sangat kental dan sudah sepatutnya pemerintah tidak intervensi selain yg diatur undang undang,asal muasalnya intervensi hukum yang dilakukan pemerintah dengan copot mencopot kapolda seharusnya dewan perwakilan rakyat memanggil kapolri untuk klarifikasi bau politik sangat kental dan sudah sepatutnya pemerintah tidak intervensi selain yang diatur undang undang,negative,-0.8320,2,0.4860
11407,2020-12-10T02:26:36.000Z,Tlong pak bapak sebagai wakil RAKYAT di Pemerintahan Ambil kebijakan yang tegas untuk menuntaskan permaslahan ini di DPR BISAKAH Semua itu tidak terjadilagi???,tlong pak bapak sebagai wakil RAKYAT di pemerintahan ambil kebijakan yang tegas untuk menuntaskan permaslahan ini di DPR BISAKAH semua itu tidak terjadilagi ? ?,negative,-0.9360,2,0.4803
11408,2020-12-10T01:06:50.000Z,Gini yah kerjaan wakil rakyat pas pemilihan minta suara rakyat pas kepilih lgsg tuli gk mendengar aspirasi rakyat nah skrg dah pda pinter rakyat gk penting jg milih krn bakal gitu aja pesta politik jalan terus d tengah wabah,begini ya pekerjaan wakil rakyat pas pemilihan meminta suara rakyat pas kepilih langsung tuli tidak mendengar aspirasi rakyat nah sekarang deh pada pintar rakyat tidak penting juga memilih karena bakal begitu saja pesta politik jalan terus di tengah wabah,negative,-0.6571,5,0.2995
11410,2020-12-09T15:58:11.000Z,Gas gas Anggota DPR tapi gak ngerti Undang Undang hanya dia orangnya patut buang sampah !!,gas gas anggota DPR tetapi tidak mengerti undang undang hanya dia orangnya patut buang sampah ! !,negative,-0.9842,2,0.4722
11414,2020-12-09T09:12:32.000Z,coba lu kasih tau yg disebut anggota dpr berprestasi itu apa nyet? mingkem mangut sama kebijakan si jokok?,coba kamu kasih tau yang disebut anggota dpr berprestasi itu apa nyet ? mingkem mangut sama kebijakan sih jokok ?,negative,-0.7476,2,0.5691
11415,2020-12-09T04:09:38.000Z,Saya pernah magang di DPR RI saat kerusuhan demo RUU KPK dan KUHP Polisi TDK bawa senjata api semua persuasif dan pengendalian masa jelas hanya pake water Canon gas air mata pentungan tameng Bahkan TNI hadir pun TDK pamer senjata Pistol itu bukan alat gagahan,saya pernah magang di DPR RI saat kerusuhan demo RUU KPK dan KUHP polisi TIDAK bawa senjata api semua persuasif dan pengendalian masa jelas hanya pakai water canon gas air mata pentungan tameng bahkan TNI hadir pun TIDAK pamer senjata pistol itu bukan alat gagahan,negative,-0.9854,4,0.3277
11417,2020-12-09T01:15:31.000Z,Kita butuh RUU Penghapusan Kekerasan Seksual untuk segera disahkan SahkanRUUPKS Kamu bisa tandatangani petisi di MulaiBicara GerakBersama daysofactivism days haktp,kita butuh RUU penghapusan kekerasan seksual untuk segera disahkan sahkanruupks kamu bisa tandatangani petisi di mulaibicara gerakbersama daysofactivism days haktp,negative,-0.5267,1,0.4531
11423,2020-12-08T11:57:50.000Z,Sebaiknya fokus saja od penegakan hukum Persoalan MRS adlh persoalan aspirasi rakyat yg sdh ada saluran partai yg didukungnya DPR RI saluran hukum lain Jangan rusak tatanan demokrasi Khawatir akan muncul ormas dg perilaku sama Kata kotor pengerahan masa menekan pmrnth,sebaiknya fokus saja od penegakan hukum persoalan MRS adalah persoalan aspirasi rakyat yang sudah ada saluran partai yang didukungnya DPR RI saluran hukum lain jangan rusak tatanan demokrasi khawatir akan muncul ormas dengan perilaku sama kata kotor pengerahan masa menekan pmrnth,negative,-0.9459,3,0.4826
11431,2020-12-08T09:02:41.000Z,RUU PDP Molor Mengapa tidak Dikebut seperti Omnibus Law? Ini Kata Bobby Komisi I DPR RI ruupdp datapribadi perlindungandatapribadi dpr gdpr,RUU PDP molor mengapa tidak dikebut seperti omnibus law ? ini kata bobby komisi i DPR RI ruupdp datapribadi perlindungandatapribadi dpr gdpr,negative,-0.8498,4,0.8088
11432,2020-12-08T08:03:09.000Z,Menteri BUMN menggunakan beberapa aspek sebagai pendekatan dasar dalam menerapkan kebijakan kontrak manajemen tahunan direksi di perseroan pelat merah DireksiBUMN,menteri BUMN menggunakan beberapa aspek sebagai pendekatan dasar dalam menerapkan kebijakan kontrak manajemen tahunan direksi di perseroan pelat merah direksibumn,negative,-0.3818,2,0.4439
11435,2020-12-08T02:46:15.000Z,Sampai hari ini Sy msh mrh thdp kalian Hgga saat ini Tdk ada tdkan apapun thdp pencetus RUU HIP yg jelas tlh menghina PANCASILA Apa tigasnya president hal yg mengancam Negara saja dia tdk tau Bisa RUU HIP yg bermasalah msk ke Gedung DPR Heran Saya !!!!,sampai hari ini saya masih mrh terhadap kalian hingga saat ini tidak ada tdkan apapun terhadap pencetus RUU HIP yang jelas tlh menghina PANCASILA apa tigasnya president hal yang mengancam negara saja dia tidak tau bisa RUU HIP yang bermasalah masuk ke gedung DPR heran saya ! !,negative,-0.7300,4,0.3525
11439,2020-12-07T16:32:53.000Z,berani gak bikin RUU tentang KORUPTOR DIHUKUM MATI ?,berani tidak bikin RUU tentang KORUPTOR DIHUKUM MATI ?,negative,-0.8678,6,0.4860
11453,2020-12-07T05:23:16.000Z,Reses III Wakil Ketua Dewan Perwakilan Rakyat Aceh Hendra Budian Di Kecamatan Mesidah arsip detail php?title,reses II wakil ketua dewan perwakilan rakyat aceh hendra budian di kecamatan mesidah arsip detail php ? title,negative,-0.8225,4,0.5917
11455,2020-12-07T04:23:02.000Z,PLTS Bangli Jadi Salah Satu Rujukan Penyusunan RUU EBT,PLTS bangli jadi salah satu rujukan penyusunan RUU EBT,negative,-0.6289,2,0.3879
11460,2020-12-06T17:49:37.000Z,Jujur always miris ngedenger cerita ataupun berita tntg hal semacam ini Cuma mau bilang Bisa liat sendiri kan konsekuensi dari tidak disahkannya RUU PKS? perlu berapa banyak lg yg seperti ini? Akan semakin banyak loh org creepy kaya gini Pls Take a look yaa,jujur always miris ngedenger cerita ataupun berita tentang hal semacam ini cuma mau bilang bisa lihat sendiri kan konsekuensi dari tidak disahkannya RUU PKS ? perlu berapa banyak lagi yang seperti ini ? akan semakin banyak loh orang creepy seperti begini pls take a look ya,negative,-0.9673,4,0.2945
11462,2020-12-06T13:36:34.000Z,Wakil Ketua Komisi VII DPR RI Alex Noerdin menilai PLTS Bangli menjadi salah satu rujukan dalam penyusunan Rancangan Undang Undang Energi Baru Terbarukan RUU EBT,wakil ketua komisi VII DPR RI alex noerdin menilai PLTS bangli menjadi salah satu rujukan dalam penyusunan rancangan undang undang energi baru terbarukan RUU EBT,negative,-0.5160,1,0.7260
11463,2020-12-06T07:05:05.000Z,Tuan nyonya kalian dipilih utk aspirasi rakyat bukan hanya foto dan pembohongan belaka mana slogan kerja kerja yg digaungkan itu jgn hanya isapan jempol belaka Bravo buruhfreeportmenggugat KeadilanbagiPapua Bravo,tuan nyonya kalian dipilih untuk aspirasi rakyat bukan hanya foto dan pembohongan belaka mana slogan kerja kerja yang digaungkan itu jangan hanya isapan jempol belaka bravo buruhfreeportmenggugat keadilanbagipapua bravo,negative,-0.6256,5,0.2634
11464,2020-12-05T19:52:12.000Z,Wahai kalian para wakil rakyat bersikaplah selayaknya wakil rakyat Jangan pernah mengkhianati kepercayaan yang diberikan oleh rakyat Bekerjalah memenuhi aspirasi rakyat dan jangan pernah terlena dengan ketamakan dunia WaraskahBerpikir? WaraskahBerpikir?,wahai kalian para wakil rakyat bersikaplah selayaknya wakil rakyat jangan pernah mengkhianati kepercayaan yang diberikan oleh rakyat bekerjalah memenuhi aspirasi rakyat dan jangan pernah terlena dengan ketamakan dunia waraskahberpikir ? waraskahberpikir ?,negative,-0.3769,2,0.3873
11466,2020-12-05T04:38:19.000Z,Berani nggak ya yg namanya wakil rakyat membuat merevisi undang undang yg memberikan hukuman berat kepada koruptor ?,berani tidak ya yang namanya wakil rakyat membuat merevisi undang undang yang memberikan hukuman berat kepada koruptor ?,negative,-0.7677,6,0.5295
11467,2020-12-04T20:36:18.000Z,Mangka nya ketimbang ancam gertak Publik Atur inisiatif RUU_Ganja jadi Komoditas eksklusif hanya Ekspor Klean sdh bergelar lembaga terkorup di RI cari simpati dg usulan Non duit Krn Ngutang sdh susah,mangka nya ketimbang ancam gertak publik atur inisiatif ruu_ganja jadi komoditas eksklusif hanya ekspor klean sudah bergelar lembaga terkorup di RI cari simpati dengan usulan non duit karena ngutang sudah susah,negative,-0.8807,2,0.4934
11474,2020-12-04T13:30:19.000Z,Tong daek Keun cenah dicontoan ku anu ambil kebijakan heula cenah wakil rakyat,tong daek keun cenah dicontoan ku anu ambil kebijakan heula cenah wakil rakyat,negative,-0.9001,5,0.5312
11479,2020-12-04T08:42:15.000Z,Menjadi wakil rakyat tujuannya utk memperjuangkan aspirasi rakyat bukan utk memperkaya diri,menjadi wakil rakyat tujuannya untuk memperjuangkan aspirasi rakyat bukan untuk memperkaya diri,negative,-0.2519,3,0.4784
11481,2020-12-04T08:32:54.000Z,DPRD itu wakil rakyat Penampung aspirasi rakyat Terus kalo rakyat menolak kenaikan tunjangan gimana? M pertahun itu bukan uang yg sedikit loh Katanya pewaris semangat ahok Tpi kayaknya salah ambil jalur deh,DPRD itu wakil rakyat penampung aspirasi rakyat terus jika rakyat menolak kenaikan tunjangan gimana ? sama pertahun itu bukan uang yang sedikit loh katanya pewaris semangat ahok tetapi kayaknya salah ambil jalur deh,negative,-0.9787,5,0.4844
11482,2020-12-04T08:22:25.000Z,Kebijakan bagi anggota DPR DPRD Kinerja tdk baik auto tdk bs mendaftar kembali UU tak kunjung selesai semasa masa bakti nya thn di hapus uang pensiun Uang pensiun max thn Mungkin ga yaa ?,kebijakan bagi anggota DPR DPRD kinerja tidak baik auto tidak bisa mendaftar kembali UU tak kunjung selesai semasa masa bakti nya tahun di hapus uang pensiun uang pensiun max tahun mungkin tidak ya ?,negative,-0.9467,2,0.5078
11486,2020-12-04T04:44:14.000Z,Jakarta Gampang Bikin Gaji Sendiri Bikin Kebijakan sendiri Selagi Gubernurnya Masih si Semua ACC IndonesiaMaju DPR,jakarta gampang bikin gaji sendiri bikin kebijakan sendiri selagi gubernurnya masih sih semua ACC indonesiamaju DPR,negative,-0.6808,2,0.4271
11487,2020-12-04T04:37:48.000Z,harus serius usut tuntas perush penerima aliran dana yg didisain untuk diuntungkan oleh kebijakan Monopoli yg sengaja dijadikan motif untuk perbuatan korupsi benur Lobster Publik inginkan transparansi penegakan hukum yg tidak tebang pilih,harus serius usut tuntas perush penerima aliran dana yang didisain untuk diuntungkan oleh kebijakan monopoli yang sengaja dijadikan motif untuk perbuatan korupsi benur lobster publik inginkan transparansi penegakan hukum yang tidak tebang pilih,negative,-0.7198,2,0.5491
11488,2020-12-04T02:15:03.000Z,Edhy Prabowo Akui Barang Mewah dari Hawaii Dibeli Pakai Uang Suap Izin Ekspor Lobster,edhy prabowo akui barang mewah dari hawaii dibeli pakai uang suap izin ekspor lobster,negative,-0.8225,2,0.5152
11491,2020-12-03T13:12:38.000Z,Ketua Komisi X DPR RI Syaiful Huda menilai kebijakan melakukan sekolah atau pembelajaran tatap muka PTM yang rencananya akan dimulai pada bulan Januari merupakan hal yang tidak mudah dan dalam situasi rumit,ketua komisi kali DPR RI syaiful huda menilai kebijakan melakukan sekolah atau pembelajaran tatap muka PTM yang rencananya akan dimulai pada bulan januari merupakan hal yang tidak mudah dan dalam situasi rumit,negative,-0.9625,1,0.4240
