no,timestamp,teks,teks_processed,sentiment,compound_score,tokens_lda,teks_lda_clean
12271,2022-12-23T00:48:05.000Z,Habib Aboe Bakar Al Habsyi Anggota DPR RI Dapil Kalimantan Selatan melaksanakan kegiatan reses bertemu dengan masyarakat Pada kesempatan ini ia memberikan sebuah kendaraan bermotor roda tiga kpd Gabungan Kelompok Tani di Kantor DPD PKS Kab Tabalong Kamis,habib aboe bakar al habsyi anggota DPR RI dapil kalimantan selatan melaksanakan kegiatan reses bertemu dengan masyarakat pada kesempatan ini ia memberikan sebuah kendaraan bermotor roda tiga kepada gabungan kelompok tani di kantor DPD PKS kab tabalong kamis,negative,-0.9451,"['habib', 'aboe', 'bakar', 'habsyi', 'dapil', 'kalimantan', 'selatan', 'melaksanakan', 'kegiatan', 'reses', 'bertemu', 'masyarakat', 'kesempatan', 'kendaraan', 'bermotor', 'roda', 'gabungan', 'kelompok', 'tani', 'kantor', 'dpd', 'pks', 'kab', 'tabalong', 'kamis']",habib aboe bakar habsyi dapil kalimantan selatan melaksanakan kegiatan reses bertemu masyarakat kesempatan kendaraan bermotor roda gabungan kelompok tani kantor dpd pks kab tabalong kamis
12275,2022-12-27T16:09:11.000Z,Anggota Komisi VII sebut kebijakan pemerintah melarang ekspor biji Bauksit mulai Juni dinilai sbg keputusan yg berani Tentu dilandasi semangat menjaga kedaulatan mineral nasional Perlu diapresiasi dgn bbrp catatan strategis,anggota komisi VII sebut kebijakan pemerintah melarang ekspor biji bauksit mulai juni dinilai sebagai keputusan yang berani tentu dilandasi semangat menjaga kedaulatan mineral nasional perlu diapresiasi dengan beberapa catatan strategis,negative,-0.5007,"['komisi', 'vii', 'kebijakan', 'pemerintah', 'melarang', 'ekspor', 'biji', 'bauksit', 'juni', 'dinilai', 'keputusan', 'berani', 'dilandasi', 'semangat', 'menjaga', 'kedaulatan', 'mineral', 'nasional', 'diapresiasi', 'catatan', 'strategis']",komisi vii kebijakan pemerintah melarang ekspor biji bauksit juni dinilai keputusan berani dilandasi semangat menjaga kedaulatan mineral nasional diapresiasi catatan strategis
12276,2022-12-24T15:10:20.000Z,Kader Demokrat harus selalu berdialog mendengarkan memperjuangkan aspirasi masyarakat ucap anggota DPR RI asal Dapil Aceh ini,kader demokrat harus selalu berdialog mendengarkan memperjuangkan aspirasi masyarakat ucap anggota DPR RI asal dapil aceh ini,negative,-0.7783,"['kader', 'demokrat', 'berdialog', 'mendengarkan', 'memperjuangkan', 'aspirasi', 'masyarakat', 'dapil', 'aceh']",kader demokrat berdialog mendengarkan memperjuangkan aspirasi masyarakat dapil aceh
12278,2022-12-20T13:04:56.000Z,Anggota DPR PKB Bersuara keras soal pentingnya RUU PPRT SavePRT GusMuhaimin,anggota DPR PKB bersuara keras soal pentingnya RUU PPRT saveprt gusmuhaimin,negative,-0.368,"['pkb', 'bersuara', 'keras', 'pprt', 'saveprt', 'gusmuhaimin']",pkb bersuara keras pprt saveprt gusmuhaimin
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU perampasan aset koruptor tidak akan pernah berhenti hukuman penjara jelas tidak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan tangkap koruptor ! sita aset asetnya ! itu baru,negative,-0.9842,"['perjuangan', 'mendesak', 'wakil', 'rakyat', 'mengesahkan', 'perampasan', 'aset', 'koruptor', 'berhenti', 'hukuman', 'penjara', 'bikin', 'koruptor', 'jera', 'hukuman', 'bikin', 'ketakutan', 'dimiskinkan', 'tangkap', 'koruptor', 'sita', 'aset', 'asetnya']",perjuangan mendesak wakil rakyat mengesahkan perampasan aset koruptor berhenti hukuman penjara bikin koruptor jera hukuman bikin ketakutan dimiskinkan tangkap koruptor sita aset asetnya
12287,2023-12-23T07:21:15.000Z,RUU Perampasan Aset utk MISKINkan dan YANG DITAKUTI KORUPTOR mandeg di nunggu diperintah JURAGAN seperti Kata Bambang Pacul Siap!!! Kalau diperintah JURAGAN katanya wakil rakyat eh malah TANPA SENGAJA jadi WAKIL JURAGAN eMprof eMprof eMprof,RUU perampasan aset untuk miskinkan dan YANG DITAKUTI KORUPTOR mandeg di menunggu diperintah JURAGAN seperti kata bambang pacul siap ! ! jika diperintah JURAGAN katanya wakil rakyat eh malah TANPA SENGAJA jadi WAKIL JURAGAN emprof emprof emprof,negative,-0.9846,"['perampasan', 'aset', 'miskinkan', 'ditakuti', 'koruptor', 'mandeg', 'menunggu', 'diperintah', 'juragan', 'bambang', 'pacul', 'diperintah', 'juragan', 'wakil', 'rakyat', 'sengaja', 'wakil', 'juragan', 'emprof', 'emprof', 'emprof']",perampasan aset miskinkan ditakuti koruptor mandeg menunggu diperintah juragan bambang pacul diperintah juragan wakil rakyat sengaja wakil juragan emprof emprof emprof
12291,2023-12-12T11:04:21.000Z,PKS Tolak RUU Provinsi Daerah Khusus Jakarta fraksipksdprri PKSpembelaRakyat PKSnomor,PKS tolak RUU provinsi daerah khusus jakarta fraksipksdprri pkspembelarakyat pksnomor,negative,-0.4466,"['pks', 'tolak', 'provinsi', 'daerah', 'khusus', 'jakarta', 'fraksipksdprri', 'pkspembelarakyat', 'pksnomor']",pks tolak provinsi daerah khusus jakarta fraksipksdprri pkspembelarakyat pksnomor
12292,2023-12-20T08:18:29.000Z,Pada tanggal September DPR RI meratifikasi Undang Undang No Tahun tentang Perlindungan Data Pribadi Pengesahan tersebut terjadi pada saat malapetaka Bjorka yaitu ketika seorang peretas menembus dan mencuri data jutaan penduduk Indonesia,pada tanggal september DPR RI meratifikasi undang undang no tahun tentang perlindungan data pribadi pengesahan tersebut terjadi pada saat malapetaka bjorka yaitu ketika seorang peretas menembus dan mencuri data jutaan penduduk indonesia,negative,-0.8646,"['tanggal', 'september', 'meratifikasi', 'undang', 'undang', 'perlindungan', 'data', 'pribadi', 'pengesahan', 'malapetaka', 'bjorka', 'peretas', 'menembus', 'mencuri', 'data', 'jutaan', 'penduduk', 'indonesia']",tanggal september meratifikasi undang undang perlindungan data pribadi pengesahan malapetaka bjorka peretas menembus mencuri data jutaan penduduk indonesia
12294,2023-12-18T08:52:08.000Z,semoga menolak ruu pengangkatan gubernur dki oleh presiden ini setelah banyak pihak menolaknya,semoga menolak ruu pengangkatan gubernur dki oleh presiden ini setelah banyak pihak menolaknya,negative,-0.5859,"['semoga', 'menolak', 'pengangkatan', 'gubernur', 'dki', 'presiden', 'menolaknya']",semoga menolak pengangkatan gubernur dki presiden menolaknya
12295,2023-12-08T15:47:04.000Z,Thread Dewan Perwakilan Rakyat DPR RI tengah menggodok rancangan undang undang RUU Daerah Khusus Jakarta DKJ RUU tersebut dibahas sebelum perpindahan ibu kota dari DKI Jakarta menuju Ibu Kota Negara IKN Nusantara pada,thread dewan perwakilan rakyat DPR RI tengah menggodok rancangan undang undang RUU daerah khusus jakarta DKJ RUU tersebut dibahas sebelum perpindahan ibu kota dari DKI jakarta menuju ibu kota negara IKN nusantara pada,negative,-0.7125,"['thread', 'dewan', 'perwakilan', 'rakyat', 'menggodok', 'rancangan', 'undang', 'undang', 'daerah', 'khusus', 'jakarta', 'dkj', 'dibahas', 'perpindahan', 'kota', 'dki', 'jakarta', 'kota', 'negara', 'ikn', 'nusantara']",thread dewan perwakilan rakyat menggodok rancangan undang undang daerah khusus jakarta dkj dibahas perpindahan kota dki jakarta kota negara ikn nusantara
12299,2023-12-10T23:08:23.000Z,Tolak RUU Daerah Khusus Jakarta Ketua Fraksi PKS DPR RI fraksipksdprri PKSpembelaRakyat PKSnomor,tolak RUU daerah khusus jakarta ketua fraksi PKS DPR RI fraksipksdprri pkspembelarakyat pksnomor,negative,-0.4466,"['tolak', 'daerah', 'khusus', 'jakarta', 'ketua', 'fraksi', 'pks', 'fraksipksdprri', 'pkspembelarakyat', 'pksnomor']",tolak daerah khusus jakarta ketua fraksi pks fraksipksdprri pkspembelarakyat pksnomor
12300,2023-12-16T03:52:34.000Z,Anggota Komisi X DPR RI Fahmy Alaydroes mengadakan Kunjungan Kerja Anggota DPR RI Masa Reses II Tahun Sidang Selasa di lokasi berbeda,anggota komisi kali DPR RI fahmy alaydroes mengadakan kunjungan kerja anggota DPR RI masa reses II tahun sidang selasa di lokasi berbeda,negative,-0.516,"['komisi', 'kali', 'fahmy', 'alaydroes', 'mengadakan', 'kunjungan', 'kerja', 'reses', 'sidang', 'selasa', 'lokasi', 'berbeda']",komisi kali fahmy alaydroes mengadakan kunjungan kerja reses sidang selasa lokasi berbeda
12305,2023-12-20T16:20:14.000Z,Masalahnya bukan di lembaga Eksekutif tapi di lembaga legislatif Mogoknya pengesahan RUU Perampasan Aset justru datang dari lembaga legislatif kalau Presiden sudah berkali kali meminta DPR RI agar segera mensahkan RUU ini bahkan Menkopolhukam sendiri saat rapat,masalahnya bukan di lembaga eksekutif tetapi di lembaga legislatif mogoknya pengesahan RUU perampasan aset justru datang dari lembaga legislatif jika presiden sudah berkali kali meminta DPR RI agar segera mensahkan RUU ini bahkan menkopolhukam sendiri saat rapat,negative,-0.9413,"['lembaga', 'eksekutif', 'lembaga', 'legislatif', 'mogoknya', 'pengesahan', 'perampasan', 'aset', 'lembaga', 'legislatif', 'presiden', 'berkali', 'kali', 'mensahkan', 'menkopolhukam']",lembaga eksekutif lembaga legislatif mogoknya pengesahan perampasan aset lembaga legislatif presiden berkali kali mensahkan menkopolhukam
12306,2023-12-20T16:05:29.000Z,Setidaknya untuk saat ini RUU Perampasan Aset itu isu legislatif bukan isu eksekutif Tinggalkan dulu sentimen Pilpres agar kita bisa melihat dengan jernih apa yang menyebabkan RUU Perampasan Aset itu mandeg,setidaknya untuk saat ini RUU perampasan aset itu isu legislatif bukan isu eksekutif tinggalkan dulu sentimen pilpres agar kita bisa melihat dengan jernih apa yang menyebabkan RUU perampasan aset itu mandeg,negative,-0.6154,"['perampasan', 'aset', 'isu', 'legislatif', 'isu', 'eksekutif', 'tinggalkan', 'sentimen', 'pilpres', 'jernih', 'menyebabkan', 'perampasan', 'aset', 'mandeg']",perampasan aset isu legislatif isu eksekutif tinggalkan sentimen pilpres jernih menyebabkan perampasan aset mandeg
12307,2023-12-30T08:15:47.000Z,Danramil masamba Kapten Inf Much Sukardi bersama Porkopimcam menghadiri Kegiatan Reses dan Syukuran peningkatan kwalitas ruas jalan Kapidi Tolada oleh Anggota DPR RI Fraksi Partai Golkar Muhammad Fauzi SE di Desa Cendana Putih Kec Mappadeceng Kab Luwu Utara,danramil masamba kapten inf much sukardi bersama porkopimcam menghadiri kegiatan reses dan syukuran peningkatan kwalitas ruas jalan kapidi tolada oleh anggota DPR RI fraksi partai golkar muhammad fauzi SE di desa cendana putih kec mappadeceng kab luwu utara,negative,-0.1431,"['danramil', 'masamba', 'kapten', 'inf', 'much', 'sukardi', 'porkopimcam', 'menghadiri', 'kegiatan', 'reses', 'syukuran', 'peningkatan', 'kwalitas', 'ruas', 'jalan', 'kapidi', 'tolada', 'fraksi', 'partai', 'golkar', 'muhammad', 'fauzi', 'desa', 'cendana', 'putih', 'kec', 'mappadeceng', 'kab', 'luwu', 'utara']",danramil masamba kapten inf much sukardi porkopimcam menghadiri kegiatan reses syukuran peningkatan kwalitas ruas jalan kapidi tolada fraksi partai golkar muhammad fauzi desa cendana putih kec mappadeceng kab luwu utara
12308,2023-12-10T06:51:17.000Z,Calon presiden nomor urut Anies Baswedan menyebut ironis soal Rancangan Undang Undang Khusus Jakarta RUU DKJ Salah satunya yang mengatur penunjukan gubernur oleh presiden Anies menyatakan hal tersebut memangkas kebebasan berdemokrasi,calon presiden nomor urut anies baswedan menyebut ironis soal rancangan undang undang khusus jakarta RUU DKJ salah satunya yang mengatur penunjukan gubernur oleh presiden anies menyatakan hal tersebut memangkas kebebasan berdemokrasi,negative,-0.3818,"['calon', 'presiden', 'nomor', 'urut', 'anies', 'baswedan', 'menyebut', 'ironis', 'rancangan', 'undang', 'undang', 'khusus', 'jakarta', 'dkj', 'salah', 'satunya', 'mengatur', 'penunjukan', 'gubernur', 'presiden', 'anies', 'memangkas', 'kebebasan', 'berdemokrasi']",calon presiden nomor urut anies baswedan menyebut ironis rancangan undang undang khusus jakarta dkj salah satunya mengatur penunjukan gubernur presiden anies memangkas kebebasan berdemokrasi
12310,2023-12-10T03:01:02.000Z,Jakarta Kota yang Demokratis PKS Wajib Dipertahankan! Tolak Penunjukan Gubernur oleh Presiden Tolak RUU Daerah Khusus Jakarta fraksipksdprri PKSpembelaRakyat PKSnomor,jakarta kota yang demokratis PKS wajib dipertahankan ! tolak penunjukan gubernur oleh presiden tolak RUU daerah khusus jakarta fraksipksdprri pkspembelarakyat pksnomor,negative,-0.7959,"['jakarta', 'kota', 'demokratis', 'pks', 'wajib', 'dipertahankan', 'tolak', 'penunjukan', 'gubernur', 'presiden', 'tolak', 'daerah', 'khusus', 'jakarta', 'fraksipksdprri', 'pkspembelarakyat', 'pksnomor']",jakarta kota demokratis pks wajib dipertahankan tolak penunjukan gubernur presiden tolak daerah khusus jakarta fraksipksdprri pkspembelarakyat pksnomor
12311,2023-12-19T06:00:38.000Z,Pak Prabowo dan ajudannya gak salah yg salah kebijakan tdk menonaktif jabatan para capres itu yg aneh kalian ngapain aja Kata TNI soal Mayor Teddy Ajudan Prabowo Hadir Saat Debat Perdana Dia Melekat,pak prabowo dan ajudannya tidak salah yang salah kebijakan tidak menonaktif jabatan para capres itu yang aneh kalian mengapai saja kata TNI soal mayor teddy ajudan prabowo hadir saat debat perdana dia melekat,negative,-0.3067,"['prabowo', 'ajudannya', 'salah', 'salah', 'kebijakan', 'menonaktif', 'jabatan', 'capres', 'aneh', 'mengapai', 'tni', 'mayor', 'teddy', 'ajudan', 'prabowo', 'hadir', 'debat', 'perdana', 'melekat']",prabowo ajudannya salah salah kebijakan menonaktif jabatan capres aneh mengapai tni mayor teddy ajudan prabowo hadir debat perdana melekat
12312,2023-12-16T03:41:04.000Z,Lo ngakunya undang undang usulan dari DPR Kok sekarang menolak sih sudah mirip Jokowi Sen kanan belok kiri,lo ngakunya undang undang usulan dari DPR kok sekarang menolak sih sudah mirip jokowi sen kanan belok kiri,negative,-0.1027,"['ngakunya', 'undang', 'undang', 'usulan', 'menolak', 'sih', 'jokowi', 'sen', 'kanan', 'belok', 'kiri']",ngakunya undang undang usulan menolak sih jokowi sen kanan belok kiri
12317,2023-12-09T12:06:38.000Z,Tolak RUU Daerah Khusus Jakarta HNW Gubernur Jakarta Tak Dipilih Rakyat adalah Kemunduran Demokrasi dan Tak Sesuai Konstitusi Wakil Ketua MPR RI dari Fraksi PKS fraksipksdprri PKSpembelaRakyat PKSnomor,tolak RUU daerah khusus jakarta HNW gubernur jakarta tak dipilih rakyat adalah kemunduran demokrasi dan tak sesuai konstitusi wakil ketua MPR RI dari fraksi PKS fraksipksdprri pkspembelarakyat pksnomor,negative,-0.877,"['tolak', 'daerah', 'khusus', 'jakarta', 'hnw', 'gubernur', 'jakarta', 'dipilih', 'rakyat', 'kemunduran', 'demokrasi', 'sesuai', 'konstitusi', 'wakil', 'ketua', 'mpr', 'fraksi', 'pks', 'fraksipksdprri', 'pkspembelarakyat', 'pksnomor']",tolak daerah khusus jakarta hnw gubernur jakarta dipilih rakyat kemunduran demokrasi sesuai konstitusi wakil ketua mpr fraksi pks fraksipksdprri pkspembelarakyat pksnomor
12322,2023-12-26T01:54:50.000Z,Undang undang tentang politik dinasti dari sudah dibatalkan oleh Dan semua partai diam diam aja,undang undang tentang politik dinasti dari sudah dibatalkan oleh dan semua partai diam diam saja,negative,-0.5267,"['undang', 'undang', 'politik', 'dinasti', 'dibatalkan', 'partai', 'diam', 'diam']",undang undang politik dinasti dibatalkan partai diam diam
12323,2023-12-22T03:28:42.000Z,Jokowi bukan prabowo Jokowi bukan gibran JKW X walikota X Gubernur Gibran baru th walikota Jokowi sj ga percaya gibran JKW bilang yg logis sj Baru th jd walikota msh muda JKW th bangun Indonesia th JKW langgar UU nepotisme kolusi bangun dinasty,jokowi bukan prabowo jokowi bukan gibran JKW kali walikota kali gubernur gibran baru tahu walikota jokowi saja tidak percaya gibran JKW bilang yang logis saja baru tahu jadi walikota masih muda JKW tahu bangun indonesia tahu JKW langgar UU nepotisme kolusi bangun dinasty,negative,-0.9713,"['jokowi', 'prabowo', 'jokowi', 'gibran', 'jkw', 'kali', 'walikota', 'kali', 'gubernur', 'gibran', 'walikota', 'jokowi', 'percaya', 'gibran', 'jkw', 'bilang', 'logis', 'walikota', 'muda', 'jkw', 'bangun', 'indonesia', 'jkw', 'langgar', 'nepotisme', 'kolusi', 'bangun', 'dinasty']",jokowi prabowo jokowi gibran jkw kali walikota kali gubernur gibran walikota jokowi percaya gibran jkw bilang logis walikota muda jkw bangun indonesia jkw langgar nepotisme kolusi bangun dinasty
12326,2023-12-22T05:58:33.000Z,Kunjungan Kerja Reses DPR RI Wihadi Apresiasi Kinerja Lapas Tuban TUBAN Anggota Komisi III DPR RI Wihadi Wiyanto baru saja melakukan kunjungan Kerja di Lembaga Pemasyarakatan Kelas IIB Tuban selengkapnya,kunjungan kerja reses DPR RI wihadi apresiasi kinerja lapas tuban TUBAN anggota komisi II DPR RI wihadi wiyanto baru saja melakukan kunjungan kerja di lembaga pemasyarakatan kelas IIB tuban selengkapnya,negative,-0.368,"['kunjungan', 'kerja', 'reses', 'wihadi', 'apresiasi', 'kinerja', 'lapas', 'tuban', 'tuban', 'komisi', 'wihadi', 'wiyanto', 'kunjungan', 'kerja', 'lembaga', 'pemasyarakatan', 'kelas', 'iib', 'tuban', 'selengkapnya']",kunjungan kerja reses wihadi apresiasi kinerja lapas tuban tuban komisi wihadi wiyanto kunjungan kerja lembaga pemasyarakatan kelas iib tuban selengkapnya
12330,2023-12-30T13:38:07.000Z,Fraksi PKB DPR RI Jalankan Tugas Sebagai Penyambung Aspirasi Rakyat Sepanjang FraksiPKB,fraksi PKB DPR RI jalankan tugas sebagai penyambung aspirasi rakyat sepanjang fraksipkb,negative,-0.7125,"['fraksi', 'pkb', 'jalankan', 'tugas', 'penyambung', 'aspirasi', 'rakyat', 'fraksipkb']",fraksi pkb jalankan tugas penyambung aspirasi rakyat fraksipkb
12333,2023-12-12T14:30:16.000Z,Mas Anies Mas Anies Kebijakan besar pemr APBN atau RUU selalu dibahas wakil rakyat di parlemen Seblm koar di DebatPilpres tanya dulu ke Nasdem Ketum PKB yg cawapres ente dan PKS Masa iya hrs diskusi ke masy langsung? Makanya gabung parpol Mas Anies!,mas anies mas anies kebijakan besar pemr APBN atau RUU selalu dibahas wakil rakyat di parlemen seblm koar di debatpilpres tanya dulu ke nasdem ketum PKB yang cawapres ente dan PKS masa iya harus diskusi ke masy langsung ? makanya gabung parpol mas anies !,negative,-0.6939,"['mas', 'anies', 'mas', 'anies', 'kebijakan', 'pemr', 'apbn', 'dibahas', 'wakil', 'rakyat', 'parlemen', 'seblm', 'koar', 'debatpilpres', 'nasdem', 'ketum', 'pkb', 'cawapres', 'ente', 'pks', 'iya', 'diskusi', 'masy', 'langsung', 'gabung', 'parpol', 'mas', 'anies']",mas anies mas anies kebijakan pemr apbn dibahas wakil rakyat parlemen seblm koar debatpilpres nasdem ketum pkb cawapres ente pks iya diskusi masy langsung gabung parpol mas anies
12334,2023-12-19T00:59:46.000Z,TERUNGKAP Penyebab RUU Perampasan Aset dan Pembatasan Transaksi Uang Kartal Belum Disahkan DPR RI via,TERUNGKAP penyebab RUU perampasan aset dan pembatasan transaksi uang kartal belum disahkan DPR RI via,negative,-0.7125,"['terungkap', 'penyebab', 'perampasan', 'aset', 'pembatasan', 'transaksi', 'uang', 'kartal', 'disahkan']",terungkap penyebab perampasan aset pembatasan transaksi uang kartal disahkan
